claim_id,policy_id,customer_id,claim_date,claim_amount,claim_status,resolution_date
1805,POL040089,1805,2024-10-08,11997,0,2024-02-27
1806,POL055020,1806,2024-01-19,66299,0,2024-06-23
1807,POL043857,1807,2024-02-11,16177,0,2024-06-11
1808,POL040822,1808,2024-04-11,38824,0,2024-03-05
1809,POL053901,1809,2024-03-28,64502,0,2024-04-02
1810,POL016619,1810,2024-08-07,93243,0,2024-03-13
1811,POL056668,1811,2024-09-01,28242,0,2024-09-19
1812,POL051596,1812,2024-07-15,81014,1,2024-09-14
1813,POL056156,1813,2024-09-07,55870,0,2024-11-07
1814,POL045439,1814,2024-01-11,89132,0,2024-09-14
1815,POL044893,1815,2024-11-22,29651,0,2024-03-12
1816,POL028678,1816,2024-04-23,62927,0,2024-10-29
1817,POL046587,1817,2024-07-02,92383,0,2024-04-27
1818,POL012117,1818,2024-11-23,16098,0,2024-06-19
1819,POL051765,1819,2024-05-04,76570,0,2024-08-06
1820,POL004717,1820,2024-11-22,95323,0,2024-06-15
1821,POL009488,1821,2024-05-24,3044,0,2024-04-30
1822,POL012498,1822,2024-11-24,2529,1,2024-06-26
1823,POL016955,1823,2024-05-26,8041,0,2024-10-22
1824,POL005672,1824,2024-04-26,71609,0,2024-06-01
1825,POL024334,1825,2024-10-06,62522,0,2024-09-22
1826,POL041734,1826,2024-01-31,91963,0,2024-05-23
1827,POL054740,1827,2024-03-01,92525,0,2024-04-14
1828,POL000076,1828,2024-10-13,90630,0,2024-02-15
1829,POL020250,1829,2024-08-25,28393,0,2024-09-23
1830,POL028733,1830,2024-05-19,34973,0,2024-09-29
1831,POL011612,1831,2024-10-18,89179,0,2024-04-06
1832,POL016315,1832,2024-07-22,96704,0,2024-03-10
1833,POL024523,1833,2024-05-05,35000,0,2024-01-18
1834,POL016423,1834,2024-10-31,48389,0,2024-04-16
1835,POL033294,1835,2024-08-23,267,0,2024-08-01
1836,POL050691,1836,2024-07-13,33550,0,2024-06-06
1837,POL040901,1837,2024-08-23,73998,0,2024-06-05
1838,POL005858,1838,2024-06-05,52344,1,2024-10-24
1839,POL035973,1839,2024-01-06,35270,0,2024-01-14
1840,POL020876,1840,2024-05-29,84884,1,2024-08-10
1841,POL044146,1841,2024-11-22,73564,0,2024-09-25
1842,POL016865,1842,2024-08-28,1571,0,2024-03-31
1843,POL003188,1843,2024-11-09,35383,0,2024-01-29
1844,POL009958,1844,2024-02-18,71707,0,2024-02-10
1845,POL012346,1845,2024-04-04,43837,0,2024-06-10
1846,POL041961,1846,2024-09-25,94864,1,2024-01-02
1847,POL033854,1847,2024-09-16,17318,0,2024-03-20
1848,POL038817,1848,2024-03-11,97241,0,2024-04-15
1849,POL012002,1849,2024-08-14,47505,0,2024-05-17
1850,POL046726,1850,2024-06-10,72054,0,2024-11-10
1851,POL007719,1851,2024-01-14,48507,0,2024-05-05
1852,POL056555,1852,2024-08-13,22856,0,2024-09-21
1853,POL023379,1853,2024-10-27,77461,1,2024-05-07
1854,POL019854,1854,2024-04-15,42910,0,2024-08-29
1855,POL000576,1855,2024-10-10,70849,0,2024-09-02
1856,POL014656,1856,2024-03-08,4235,0,2024-06-25
1857,POL021166,1857,2024-09-05,66698,0,2024-07-27
1858,POL008014,1858,2024-02-02,18168,0,2024-07-16
1859,POL035874,1859,2024-05-13,34191,0,2024-11-04
1860,POL008071,1860,2024-11-08,16595,0,2024-11-09
1861,POL053888,1861,2024-03-29,64561,0,2024-10-26
1862,POL029614,1862,2024-09-01,18917,0,2024-03-26
1863,POL014100,1863,2024-08-26,70290,0,2024-04-09
1864,POL011417,1864,2024-02-27,62095,0,2024-05-04
1865,POL058249,1865,2024-09-19,52188,0,2024-01-11
1866,POL015893,1866,2024-11-20,48320,0,2024-05-13
1867,POL044502,1867,2024-09-04,38050,0,2024-01-23
1868,POL040192,1868,2024-03-22,70577,0,2024-06-06
1869,POL008706,1869,2024-10-02,24438,0,2024-06-05
1870,POL033788,1870,2024-03-19,7657,0,2024-01-30
1871,POL041592,1871,2024-02-07,45968,1,2024-10-09
1872,POL029766,1872,2024-09-07,23215,0,2024-08-29
1873,POL003727,1873,2024-08-28,18532,0,2024-04-19
1874,POL044898,1874,2024-08-12,92165,0,2024-05-29
1875,POL012051,1875,2024-08-25,47881,0,2024-02-28
1876,POL024129,1876,2024-04-17,90971,0,2024-11-16
1877,POL050894,1877,2024-02-24,77056,0,2024-03-26
1878,POL022525,1878,2024-05-02,85573,0,2024-11-25
1879,POL006526,1879,2024-06-09,71209,0,2024-03-15
1880,POL029731,1880,2024-05-01,10892,0,2024-07-21
1881,POL020402,1881,2024-08-15,20487,0,2024-01-16
1882,POL029034,1882,2024-11-25,2577,0,2024-08-11
1883,POL024031,1883,2024-05-14,54703,0,2024-08-05
1884,POL018700,1884,2024-02-07,36818,0,2024-03-08
1885,POL005931,1885,2024-06-02,27169,0,2024-11-04
1886,POL053800,1886,2024-02-12,31979,0,2024-08-22
1887,POL043651,1887,2024-03-04,11523,0,2024-01-24
1888,POL014654,1888,2024-04-24,12075,0,2024-02-21
1889,POL058423,1889,2024-02-07,76102,0,2024-01-06
1890,POL030579,1890,2024-04-20,98820,0,2024-11-09
1891,POL046263,1891,2024-04-28,36145,0,2024-07-20
1892,POL011253,1892,2024-05-04,41438,0,2024-05-02
1893,POL032090,1893,2024-11-09,94663,0,2024-10-11
1894,POL035775,1894,2024-03-27,73902,0,2024-08-05
1895,POL026645,1895,2024-02-13,25072,0,2024-10-30
1896,POL023837,1896,2024-01-11,81379,0,2024-10-26
1897,POL048492,1897,2024-07-07,46606,0,2024-05-28
1898,POL048586,1898,2024-06-29,1578,0,2024-05-24
1899,POL019192,1899,2024-09-08,52865,0,2024-02-13
1900,POL046873,1900,2024-05-25,59978,0,2024-10-15
1901,POL006338,1901,2024-08-28,83350,0,2024-03-05
1902,POL000605,1902,2024-06-14,13959,0,2024-02-14
1903,POL052730,1903,2024-08-08,54132,0,2024-10-22
1904,POL011639,1904,2024-03-04,37893,0,2024-11-09
1905,POL018462,1905,2024-01-02,88259,0,2024-02-05
1906,POL020411,1906,2024-03-19,24122,0,2024-06-27
1907,POL032224,1907,2024-07-19,4776,0,2024-02-05
1908,POL024415,1908,2024-03-28,16097,0,2024-10-12
1909,POL019231,1909,2024-04-05,69576,0,2024-08-05
1910,POL036264,1910,2024-05-24,62412,0,2024-08-26
1911,POL035114,1911,2024-10-24,51522,0,2024-04-25
1912,POL032676,1912,2024-04-18,32427,0,2024-08-06
1913,POL043541,1913,2024-03-04,70539,0,2024-03-20
1914,POL056109,1914,2024-03-02,4757,0,2024-06-10
1915,POL055256,1915,2024-05-29,32719,0,2024-10-13
1916,POL030468,1916,2024-09-25,67865,0,2024-06-26
1917,POL031986,1917,2024-09-07,81244,0,2024-08-10
1918,POL011363,1918,2024-10-18,84962,0,2024-11-26
1919,POL038232,1919,2024-11-02,429,0,2024-10-17
1920,POL028511,1920,2024-05-27,83723,0,2024-07-19
1921,POL047461,1921,2024-09-29,69601,0,2024-04-13
1922,POL004890,1922,2024-03-11,45163,0,2024-01-29
1923,POL000402,1923,2024-09-29,10977,0,2024-05-11
1924,POL005878,1924,2024-03-19,48780,0,2024-07-29
1925,POL020498,1925,2024-01-01,83631,0,2024-03-03
1926,POL015259,1926,2024-02-19,58690,0,2024-04-27
1927,POL051233,1927,2024-04-02,94651,0,2024-10-12
1928,POL057342,1928,2024-11-21,32609,0,2024-01-10
1929,POL010750,1929,2024-02-10,29902,0,2024-05-06
1930,POL016020,1930,2024-07-11,49204,0,2024-04-26
1931,POL050990,1931,2024-10-01,83309,0,2024-09-21
1932,POL045350,1932,2024-01-12,30460,0,2024-07-15
1933,POL041822,1933,2024-06-10,23790,0,2024-06-11
1934,POL048731,1934,2024-06-03,47857,0,2024-05-02
1935,POL024668,1935,2024-09-27,14712,0,2024-10-21
1936,POL015817,1936,2024-02-29,93471,0,2024-09-05
1937,POL006217,1937,2024-02-05,75320,0,2024-03-02
1938,POL027678,1938,2024-10-28,24289,0,2024-04-23
1939,POL047279,1939,2024-10-29,14222,0,2024-10-17
1940,POL006164,1940,2024-01-21,43849,0,2024-05-18
1941,POL027788,1941,2024-05-22,28649,0,2024-04-05
1942,POL003332,1942,2024-05-02,30095,0,2024-08-11
1943,POL045892,1943,2024-07-01,30893,0,2024-01-23
1944,POL050654,1944,2024-09-26,33557,0,2024-10-18
1945,POL058142,1945,2024-02-27,91735,0,2024-06-06
1946,POL018080,1946,2024-09-08,29601,0,2024-07-15
1947,POL053636,1947,2024-08-19,81284,0,2024-02-03
1948,POL027794,1948,2024-08-30,94622,0,2024-11-07
1949,POL031963,1949,2024-08-19,38359,0,2024-08-20
1950,POL005911,1950,2024-03-09,86984,0,2024-07-26
1951,POL035300,1951,2024-10-11,74052,0,2024-02-07
1952,POL033394,1952,2024-04-03,50272,0,2024-01-08
1953,POL001044,1953,2024-03-12,36849,0,2024-10-13
1954,POL016620,1954,2024-01-18,46895,0,2024-03-27
1955,POL018802,1955,2024-01-30,59760,0,2024-11-09
1956,POL014133,1956,2024-04-03,61096,0,2024-01-24
1957,POL017915,1957,2024-07-29,69030,0,2024-10-09
1958,POL021903,1958,2024-11-14,12434,0,2024-07-22
1959,POL034786,1959,2024-03-23,8060,0,2024-08-03
1960,POL029426,1960,2024-04-29,97355,0,2024-10-10
1961,POL054838,1961,2024-02-02,39526,0,2024-02-21
1962,POL039876,1962,2024-11-03,91673,0,2024-07-19
1963,POL019791,1963,2024-02-01,10885,0,2024-03-17
1964,POL056894,1964,2024-06-16,62597,0,2024-05-05
1965,POL057499,1965,2024-04-21,25227,0,2024-01-06
1966,POL039661,1966,2024-10-08,97697,0,2024-06-19
1967,POL050857,1967,2024-09-06,46564,0,2024-08-31
1968,POL045977,1968,2024-08-09,57916,0,2024-07-20
1969,POL007628,1969,2024-10-25,50999,1,2024-03-02
1970,POL040309,1970,2024-04-06,6340,0,2024-03-22
1971,POL023998,1971,2024-01-18,72333,0,2024-05-30
1972,POL032824,1972,2024-03-18,13701,0,2024-03-02
1973,POL020676,1973,2024-09-17,41186,0,2024-04-20
1974,POL030954,1974,2024-08-11,77075,0,2024-03-16
1975,POL032716,1975,2024-01-16,2686,0,2024-03-21
1976,POL002937,1976,2024-11-22,42016,0,2024-01-01
1977,POL023866,1977,2024-03-09,34562,0,2024-03-04
1978,POL032555,1978,2024-03-05,94727,0,2024-11-07
1979,POL022353,1979,2024-04-11,65552,1,2024-11-16
1980,POL019114,1980,2024-08-11,18781,0,2024-10-21
1981,POL025377,1981,2024-05-07,7552,0,2024-04-01
1982,POL027697,1982,2024-03-25,83965,0,2024-06-11
1983,POL017652,1983,2024-05-04,94370,0,2024-07-17
1984,POL021933,1984,2024-01-29,55497,0,2024-08-04
1985,POL023318,1985,2024-06-05,1982,0,2024-12-01
1986,POL029441,1986,2024-11-23,87370,0,2024-01-24
1987,POL027493,1987,2024-10-28,24007,0,2024-03-28
1988,POL015534,1988,2024-05-10,43638,0,2024-08-23
1989,POL014904,1989,2024-02-04,61458,0,2024-10-10
1990,POL005410,1990,2024-02-08,7468,0,2024-06-12
1991,POL055357,1991,2024-08-11,9913,0,2024-02-28
1992,POL036117,1992,2024-06-13,16942,0,2024-07-21
1993,POL030219,1993,2024-03-09,9858,0,2024-01-20
1994,POL005832,1994,2024-03-06,31168,0,2024-01-04
1995,POL019397,1995,2024-08-18,40903,0,2024-02-21
1996,POL037825,1996,2024-11-26,76734,0,2024-06-20
1997,POL051525,1997,2024-07-20,88483,0,2024-09-27
1998,POL020892,1998,2024-11-29,93315,0,2024-07-16
1999,POL020822,1999,2024-10-28,26389,0,2024-09-19
2000,POL020468,2000,2024-03-23,37234,0,2024-02-07
2001,POL047804,2001,2024-06-12,28246,0,2024-09-08
2002,POL034500,2002,2024-07-10,56086,0,2024-03-06
2003,POL046515,2003,2024-06-24,92897,0,2024-10-15
2004,POL054289,2004,2024-01-10,39960,0,2024-05-30
2005,POL027810,2005,2024-11-09,57621,0,2024-09-24
2006,POL009672,2006,2024-03-24,57667,0,2024-11-30
2007,POL002604,2007,2024-09-14,2532,0,2024-02-05
2008,POL018590,2008,2024-06-04,61095,0,2024-08-08
2009,POL048295,2009,2024-11-07,31881,0,2024-07-16
2010,POL014567,2010,2024-11-25,82977,0,2024-10-13
2011,POL049700,2011,2024-05-18,97905,0,2024-02-20
2012,POL041932,2012,2024-09-30,31248,0,2024-05-24
2013,POL029087,2013,2024-09-25,59840,0,2024-09-10
2014,POL038930,2014,2024-11-12,88884,0,2024-03-24
2015,POL024846,2015,2024-05-25,42504,0,2024-05-23
2016,POL038274,2016,2024-10-25,21204,0,2024-01-20
2017,POL024566,2017,2024-09-04,90009,0,2024-03-05
2018,POL002366,2018,2024-10-16,39223,0,2024-08-27
2019,POL030573,2019,2024-04-25,87255,0,2024-08-30
2020,POL040142,2020,2024-08-30,43688,0,2024-05-18
2021,POL040344,2021,2024-05-03,83044,0,2024-01-20
2022,POL015311,2022,2024-11-05,52163,0,2024-06-06
2023,POL011120,2023,2024-05-28,58457,0,2024-02-09
2024,POL038590,2024,2024-03-15,86027,0,2024-08-08
2025,POL011374,2025,2024-09-27,49113,0,2024-04-10
2026,POL046294,2026,2024-02-03,73269,0,2024-09-26
2027,POL034202,2027,2024-05-13,63735,1,2024-02-06
2028,POL044755,2028,2024-02-17,36120,0,2024-06-28
2029,POL033243,2029,2024-10-17,17635,0,2024-05-09
2030,POL025461,2030,2024-08-20,57940,0,2024-08-30
2031,POL039750,2031,2024-11-22,93075,0,2024-05-16
2032,POL058028,2032,2024-10-26,66246,0,2024-08-12
2033,POL052351,2033,2024-10-01,51102,0,2024-07-30
2034,POL054870,2034,2024-02-01,52672,0,2024-01-28
2035,POL044016,2035,2024-08-02,11063,1,2024-09-03
2036,POL010355,2036,2024-11-16,42740,0,2024-10-02
2037,POL043343,2037,2024-03-20,45835,0,2024-03-09
2038,POL035982,2038,2024-05-28,76160,0,2024-06-15
2039,POL012462,2039,2024-05-09,78311,0,2024-01-10
2040,POL048704,2040,2024-03-10,55216,0,2024-04-24
2041,POL028270,2041,2024-10-03,84307,0,2024-07-21
2042,POL053270,2042,2024-04-07,61023,0,2024-03-17
2043,POL031460,2043,2024-08-01,68249,0,2024-06-29
2044,POL044671,2044,2024-07-03,24939,0,2024-01-24
2045,POL058222,2045,2024-01-26,85947,0,2024-07-13
2046,POL043560,2046,2024-02-05,66304,0,2024-05-22
2047,POL010994,2047,2024-04-30,24770,0,2024-09-23
2048,POL040762,2048,2024-11-17,33970,0,2024-06-22
2049,POL035005,2049,2024-10-19,12152,1,2024-08-28
2050,POL047052,2050,2024-01-05,80746,0,2024-03-31
2051,POL045353,2051,2024-07-03,67457,0,2024-11-30
2052,POL049180,2052,2024-04-06,21402,0,2024-03-05
2053,POL006607,2053,2024-11-11,73474,0,2024-04-11
2054,POL049406,2054,2024-09-18,77192,0,2024-08-05
2055,POL028870,2055,2024-11-30,14891,0,2024-03-16
2056,POL031868,2056,2024-06-28,94530,0,2024-05-21
2057,POL028580,2057,2024-09-08,97994,0,2024-09-04
2058,POL035668,2058,2024-08-27,63102,0,2024-10-15
2059,POL017241,2059,2024-08-13,23440,0,2024-10-16
2060,POL033516,2060,2024-07-20,1043,0,2024-06-30
2061,POL034494,2061,2024-06-13,50598,0,2024-06-29
2062,POL022732,2062,2024-10-02,20921,0,2024-01-11
2063,POL016015,2063,2024-07-27,69666,0,2024-11-20
2064,POL030167,2064,2024-04-25,31473,0,2024-09-16
2065,POL057532,2065,2024-11-29,46503,0,2024-05-12
2066,POL043310,2066,2024-11-09,60595,0,2024-01-31
2067,POL048344,2067,2024-11-03,92662,0,2024-07-16
2068,POL031696,2068,2024-07-03,5065,0,2024-07-09
2069,POL027778,2069,2024-12-01,39722,0,2024-05-31
2070,POL052714,2070,2024-05-14,36209,0,2024-04-13
2071,POL029120,2071,2024-06-30,30264,0,2024-01-01
2072,POL037240,2072,2024-03-26,42982,0,2024-10-01
2073,POL041573,2073,2024-10-06,64368,0,2024-03-18
2074,POL008444,2074,2024-07-27,57077,0,2024-01-28
2075,POL012620,2075,2024-08-31,36814,0,2024-02-05
2076,POL030313,2076,2024-03-09,7461,0,2024-06-23
2077,POL050037,2077,2024-02-27,84529,0,2024-05-15
2078,POL026120,2078,2024-07-14,14835,1,2024-09-08
2079,POL024726,2079,2024-07-02,74440,0,2024-08-21
2080,POL001798,2080,2024-03-04,67747,0,2024-06-27
2081,POL007468,2081,2024-06-25,61726,1,2024-10-21
2082,POL056941,2082,2024-06-23,74207,0,2024-04-04
2083,POL014874,2083,2024-04-06,80400,0,2024-06-23
2084,POL050763,2084,2024-01-16,46520,0,2024-11-23
2085,POL058086,2085,2024-04-15,66539,0,2024-01-20
2086,POL056154,2086,2024-07-19,93463,0,2024-05-21
2087,POL000832,2087,2024-11-28,64224,0,2024-03-24
2088,POL032849,2088,2024-07-26,84983,0,2024-06-20
2089,POL035447,2089,2024-11-14,72983,0,2024-11-16
2090,POL037198,2090,2024-05-06,93993,0,2024-06-20
2091,POL041366,2091,2024-08-03,53911,0,2024-03-29
2092,POL050020,2092,2024-06-05,16752,0,2024-04-14
2093,POL022396,2093,2024-11-30,78805,0,2024-02-14
2094,POL057984,2094,2024-08-14,16859,0,2024-06-12
2095,POL008372,2095,2024-02-11,35964,0,2024-07-12
2096,POL021576,2096,2024-10-03,14849,0,2024-10-19
2097,POL018967,2097,2024-04-14,64876,0,2024-10-08
2098,POL047803,2098,2024-11-05,11598,0,2024-10-14
2099,POL032071,2099,2024-05-04,18034,0,2024-10-08
2100,POL052020,2100,2024-01-27,42155,0,2024-04-05
2101,POL041971,2101,2024-01-12,29197,0,2024-06-03
2102,POL039558,2102,2024-02-11,35431,1,2024-05-05
2103,POL056277,2103,2024-08-06,43672,0,2024-11-06
2104,POL039484,2104,2024-07-01,50453,0,2024-06-20
2105,POL015458,2105,2024-05-18,31113,0,2024-08-23
2106,POL022115,2106,2024-03-12,81962,0,2024-07-02
2107,POL044668,2107,2024-03-03,97703,0,2024-01-13
2108,POL054266,2108,2024-04-05,22992,0,2024-04-14
2109,POL057836,2109,2024-08-31,41752,0,2024-08-20
2110,POL033303,2110,2024-04-21,82633,0,2024-04-28
2111,POL034927,2111,2024-11-19,79729,0,2024-08-24
2112,POL004922,2112,2024-06-17,83114,0,2024-05-14
2113,POL008047,2113,2024-07-30,16788,0,2024-01-13
2114,POL025502,2114,2024-10-22,49709,0,2024-03-30
2115,POL051894,2115,2024-01-17,41029,0,2024-07-31
2116,POL008292,2116,2024-03-03,37552,0,2024-05-21
2117,POL050098,2117,2024-01-11,28974,0,2024-01-24
2118,POL025274,2118,2024-07-29,89593,0,2024-02-01
2119,POL001283,2119,2024-01-28,62623,0,2024-07-13
2120,POL043262,2120,2024-09-30,78803,0,2024-05-03
2121,POL007252,2121,2024-06-17,48642,0,2024-01-13
2122,POL007115,2122,2024-06-11,68583,0,2024-07-09
2123,POL058334,2123,2024-09-14,32112,0,2024-07-12
2124,POL040688,2124,2024-10-03,31941,0,2024-07-14
2125,POL013544,2125,2024-02-26,4804,0,2024-10-23
2126,POL036121,2126,2024-06-17,69671,0,2024-10-07
2127,POL012361,2127,2024-08-16,24385,0,2024-09-02
2128,POL006254,2128,2024-05-10,27724,0,2024-08-12
2129,POL025522,2129,2024-11-07,36969,0,2024-06-14
2130,POL009930,2130,2024-10-16,98422,0,2024-03-27
2131,POL031036,2131,2024-01-24,30339,0,2024-02-17
2132,POL052003,2132,2024-10-07,46535,0,2024-04-17
2133,POL043444,2133,2024-05-23,66791,0,2024-02-25
2134,POL051622,2134,2024-06-16,4890,0,2024-06-15
2135,POL038262,2135,2024-07-09,81082,0,2024-11-21
2136,POL051963,2136,2024-11-24,7351,0,2024-02-23
2137,POL011707,2137,2024-09-15,39144,0,2024-08-17
2138,POL035937,2138,2024-11-14,89000,0,2024-02-19
2139,POL054963,2139,2024-01-07,98346,0,2024-01-31
2140,POL027886,2140,2024-08-03,97546,0,2024-10-23
2141,POL012560,2141,2024-04-10,97114,0,2024-10-30
2142,POL046819,2142,2024-05-21,42918,0,2024-08-13
2143,POL030323,2143,2024-09-18,41359,0,2024-03-01
2144,POL027087,2144,2024-02-14,48143,0,2024-09-24
2145,POL057291,2145,2024-01-05,35007,0,2024-10-26
2146,POL022249,2146,2024-10-10,73292,0,2024-10-31
2147,POL042316,2147,2024-03-26,99856,0,2024-03-04
2148,POL023009,2148,2024-06-27,83906,0,2024-06-04
2149,POL039848,2149,2024-04-26,47932,0,2024-09-07
2150,POL015751,2150,2024-05-09,38529,0,2024-07-11
2151,POL031771,2151,2024-07-22,23174,0,2024-04-22
2152,POL033458,2152,2024-11-27,8819,1,2024-04-21
2153,POL044981,2153,2024-03-27,3497,0,2024-08-21
2154,POL020189,2154,2024-07-04,28760,0,2024-05-08
2155,POL036886,2155,2024-09-10,44209,0,2024-08-14
2156,POL047443,2156,2024-07-31,96633,1,2024-11-14
2157,POL027522,2157,2024-02-28,24126,0,2024-05-02
2158,POL007753,2158,2024-04-24,52043,0,2024-04-13
2159,POL054479,2159,2024-09-18,85261,0,2024-06-22
2160,POL043777,2160,2024-10-21,129,0,2024-04-20
2161,POL041045,2161,2024-09-23,54177,0,2024-04-16
2162,POL005739,2162,2024-01-31,35200,0,2024-06-23
2163,POL024953,2163,2024-08-24,21453,0,2024-02-20
2164,POL001788,2164,2024-02-16,61641,1,2024-09-18
2165,POL005745,2165,2024-10-07,63532,0,2024-10-16
2166,POL054419,2166,2024-02-28,61317,0,2024-04-17
2167,POL005175,2167,2024-12-01,35165,0,2024-08-08
2168,POL026390,2168,2024-01-05,43978,0,2024-07-03
2169,POL039100,2169,2024-05-15,30924,0,2024-01-22
2170,POL037605,2170,2024-08-14,8541,0,2024-08-02
2171,POL036183,2171,2024-07-14,68746,0,2024-05-13
2172,POL039247,2172,2024-03-20,11312,0,2024-08-10
2173,POL052311,2173,2024-02-26,79228,1,2024-05-26
2174,POL028597,2174,2024-09-12,3345,0,2024-03-27
2175,POL005611,2175,2024-01-16,57706,0,2024-11-07
2176,POL025262,2176,2024-08-10,82623,1,2024-01-28
2177,POL006630,2177,2024-09-10,39405,0,2024-01-10
2178,POL022128,2178,2024-11-06,88240,0,2024-03-05
2179,POL025773,2179,2024-11-04,16690,0,2024-06-03
2180,POL027543,2180,2024-08-02,14247,0,2024-02-20
2181,POL020604,2181,2024-08-19,86096,0,2024-03-17
2182,POL008623,2182,2024-10-18,20170,0,2024-03-27
2183,POL017324,2183,2024-07-17,76286,0,2024-06-26
2184,POL051156,2184,2024-01-01,3814,1,2024-02-26
2185,POL025573,2185,2024-06-03,2245,0,2024-11-29
2186,POL007195,2186,2024-03-05,20372,0,2024-09-13
2187,POL046379,2187,2024-02-22,15376,0,2024-09-28
2188,POL034815,2188,2024-06-25,90482,0,2024-10-06
2189,POL014254,2189,2024-03-12,97438,0,2024-11-06
2190,POL031693,2190,2024-09-15,13336,0,2024-05-04
2191,POL009572,2191,2024-11-05,94570,0,2024-04-04
2192,POL034664,2192,2024-08-24,92114,0,2024-09-04
2193,POL039220,2193,2024-03-18,32793,0,2024-04-01
2194,POL034993,2194,2024-05-01,43180,0,2024-03-10
2195,POL009470,2195,2024-10-18,17705,0,2024-03-27
2196,POL042217,2196,2024-07-09,97329,0,2024-03-21
2197,POL028581,2197,2024-10-04,14707,0,2024-06-22
2198,POL007687,2198,2024-08-19,66294,0,2024-08-30
2199,POL019612,2199,2024-04-28,53510,0,2024-03-19
2200,POL058296,2200,2024-03-17,88597,0,2024-02-18
2201,POL053512,2201,2024-11-11,45879,0,2024-02-21
2202,POL021959,2202,2024-08-23,89244,0,2024-05-16
2203,POL027291,2203,2024-09-20,42295,1,2024-01-12
2204,POL050259,2204,2024-08-17,95689,0,2024-01-20
2205,POL020069,2205,2024-05-27,78718,0,2024-08-14
2206,POL007497,2206,2024-04-21,6718,0,2024-10-16
2207,POL009506,2207,2024-05-19,60929,0,2024-08-29
2208,POL018855,2208,2024-02-14,59721,0,2024-06-01
2209,POL020987,2209,2024-06-16,28297,1,2024-11-20
2210,POL033173,2210,2024-09-19,74155,0,2024-04-09
2211,POL014533,2211,2024-07-17,34879,0,2024-09-02
2212,POL040111,2212,2024-10-07,12314,0,2024-08-24
2213,POL048458,2213,2024-07-26,83146,0,2024-08-11
2214,POL027840,2214,2024-06-18,79848,0,2024-07-06
2215,POL035121,2215,2024-09-03,12655,0,2024-02-07
2216,POL029190,2216,2024-11-07,4061,0,2024-11-06
2217,POL044095,2217,2024-10-22,27996,0,2024-09-06
2218,POL018463,2218,2024-09-21,41314,0,2024-07-23
2219,POL034897,2219,2024-01-25,90387,0,2024-11-10
2220,POL035971,2220,2024-08-10,49475,0,2024-06-09
2221,POL021053,2221,2024-10-11,23638,0,2024-05-12
2222,POL047659,2222,2024-08-11,62290,0,2024-11-21
2223,POL035221,2223,2024-05-13,91210,0,2024-07-13
2224,POL032416,2224,2024-01-09,96037,0,2024-03-15
2225,POL038520,2225,2024-03-13,41423,0,2024-06-09
2226,POL005274,2226,2024-01-28,20696,0,2024-08-11
2227,POL031448,2227,2024-01-17,3427,0,2024-02-25
2228,POL026713,2228,2024-01-25,4314,0,2024-10-11
2229,POL023951,2229,2024-09-29,3030,0,2024-05-26
2230,POL051267,2230,2024-07-15,77490,0,2024-05-08
2231,POL049959,2231,2024-10-16,53023,0,2024-05-14
2232,POL047731,2232,2024-09-25,9661,0,2024-10-06
2233,POL025176,2233,2024-09-27,88664,0,2024-05-17
2234,POL018678,2234,2024-01-09,70136,0,2024-02-15
2235,POL005676,2235,2024-04-02,87357,0,2024-08-07
2236,POL033307,2236,2024-09-28,48998,0,2024-03-21
2237,POL014212,2237,2024-03-27,9142,0,2024-09-22
2238,POL056520,2238,2024-08-08,22043,0,2024-07-18
2239,POL054051,2239,2024-08-27,40467,0,2024-05-12
2240,POL036524,2240,2024-04-04,44897,0,2024-06-29
2241,POL056028,2241,2024-05-16,20649,0,2024-04-29
2242,POL044202,2242,2024-07-23,69676,0,2024-05-24
2243,POL036824,2243,2024-07-16,79278,0,2024-04-16
2244,POL011892,2244,2024-04-12,75869,0,2024-08-23
2245,POL018255,2245,2024-08-26,83747,0,2024-01-08
2246,POL041448,2246,2024-02-09,75073,0,2024-07-11
2247,POL029313,2247,2024-03-28,88448,0,2024-09-15
2248,POL050448,2248,2024-01-02,23501,0,2024-11-30
2249,POL021676,2249,2024-10-09,98374,1,2024-06-18
2250,POL056538,2250,2024-02-16,57072,0,2024-03-26
2251,POL032242,2251,2024-04-23,12851,0,2024-08-19
2252,POL003651,2252,2024-07-31,81828,0,2024-08-08
2253,POL037305,2253,2024-06-04,4952,0,2024-07-09
2254,POL025904,2254,2024-04-29,38114,0,2024-05-10
2255,POL018767,2255,2024-07-22,71913,1,2024-09-03
2256,POL032934,2256,2024-06-14,15779,0,2024-11-29
2257,POL007833,2257,2024-04-17,99189,0,2024-01-27
2258,POL048799,2258,2024-09-09,70084,0,2024-09-06
2259,POL018777,2259,2024-03-16,72408,0,2024-07-11
2260,POL025622,2260,2024-02-04,91195,0,2024-05-29
2261,POL017673,2261,2024-04-12,54080,0,2024-06-10
2262,POL025507,2262,2024-04-21,98465,0,2024-04-26
2263,POL037265,2263,2024-10-08,8486,1,2024-08-04
2264,POL045134,2264,2024-10-17,10811,0,2024-07-31
2265,POL045763,2265,2024-11-12,41658,0,2024-01-18
2266,POL031825,2266,2024-07-18,19188,0,2024-02-24
2267,POL026969,2267,2024-04-14,59816,0,2024-10-09
2268,POL052638,2268,2024-03-15,87005,0,2024-01-04
2269,POL043678,2269,2024-04-19,9286,0,2024-05-11
