policy_id,subscription_length,claim_status,vehicle_id,customer_id
POL017975,12.3,0,2287,2287
POL049510,2.6,0,2288,2288
POL034936,2.9,0,2289,2289
POL037815,6.3,1,2290,2290
POL050563,8.4,0,2291,2291
POL033597,2.0,1,2292,2292
POL043074,0.8,0,2293,2293
POL013278,10.3,1,2294,2294
POL006657,11.1,0,2295,2295
POL011767,7.4,0,2296,2296
POL000691,8.0,0,2297,2297
POL054520,2.9,0,2298,2298
POL028956,0.8,0,2299,2299
POL048130,4.0,0,2300,2300
POL023469,11.9,0,2301,2301
POL047118,12.5,0,2302,2302
POL038266,2.9,0,2303,2303
POL004628,11.0,0,2304,2304
POL055152,4.5,0,2305,2305
POL016058,2.5,0,2306,2306
POL033838,4.9,1,2307,2307
POL016008,3.9,0,2308,2308
POL013955,0.9,0,2309,2309
POL001876,2.5,0,2310,2310
POL040853,0.7,0,2311,2311
POL003931,5.8,0,2312,2312
POL022431,1.0,0,2313,2313
POL012018,3.6,1,2314,2314
POL057895,10.7,0,2315,2315
POL017922,0.8,0,2316,2316
POL046529,4.4,0,2317,2317
POL041473,5.2,0,2318,2318
POL023367,3.3,0,2319,2319
POL007396,0.0,0,2320,2320
POL053004,11.4,0,2321,2321
POL056686,2.7,0,2322,2322
POL038641,0.4,0,2323,2323
POL000705,11.5,0,2324,2324
POL009574,4.5,0,2325,2325
POL045292,5.7,0,2326,2326
POL034422,12.5,0,2327,2327
POL000972,0.8,0,2328,2328
POL010886,5.8,0,2329,2329
POL045241,0.6,1,2330,2330
POL038090,2.4,0,2331,2331
POL049346,1.5,0,2332,2332
POL057061,10.5,0,2333,2333
POL004835,8.5,0,2334,2334
POL009460,2.8,0,2335,2335
POL012679,0.8,0,2336,2336
POL031731,2.4,0,2337,2337
POL011360,10.1,0,2338,2338
POL046830,0.7,0,2339,2339
POL053330,0.0,0,2340,2340
POL039677,3.3,0,2341,2341
POL039838,11.2,0,2342,2342
POL045009,1.2,0,2343,2343
POL042242,3.0,0,2344,2344
POL051510,2.5,0,2345,2345
POL010354,6.5,0,2346,2346
POL031404,0.1,0,2347,2347
POL032486,4.7,0,2348,2348
POL042690,11.2,0,2349,2349
POL025498,10.2,0,2350,2350
POL047774,1.4,0,2351,2351
POL022967,2.8,0,2352,2352
POL029509,8.3,0,2353,2353
POL050967,9.6,1,2354,2354
POL016672,0.9,0,2355,2355
POL001826,0.9,0,2356,2356
POL034828,5.1,1,2357,2357
POL026524,10.3,0,2358,2358
POL012805,10.0,0,2359,2359
POL054014,10.1,0,2360,2360
POL046671,1.8,0,2361,2361
POL008290,12.3,0,2362,2362
POL050026,0.4,0,2363,2363
POL054361,11.3,0,2364,2364
POL014166,3.3,0,2365,2365
POL040091,3.1,0,2366,2366
POL016140,2.4,0,2367,2367
POL056784,10.6,0,2368,2368
POL043403,10.2,0,2369,2369
POL003759,1.2,0,2370,2370
POL045870,11.2,0,2371,2371
POL007298,11.4,1,2372,2372
POL025254,2.1,0,2373,2373
POL041270,11.9,1,2374,2374
POL051028,8.3,0,2375,2375
POL033039,12.3,0,2376,2376
POL053672,1.8,0,2377,2377
POL002606,8.7,0,2378,2378
POL042082,2.3,0,2379,2379
POL058323,6.8,0,2380,2380
POL009706,3.6,0,2381,2381
POL045405,3.8,0,2382,2382
POL050382,3.1,0,2383,2383
POL023876,0.6,0,2384,2384
POL045574,3.4,0,2385,2385
POL034533,6.0,0,2386,2386
POL006198,5.1,0,2387,2387
POL049110,1.7,0,2388,2388
POL024293,10.3,0,2389,2389
POL000259,12.1,0,2390,2390
POL049155,6.3,0,2391,2391
POL052663,2.5,1,2392,2392
POL001407,3.7,0,2393,2393
POL018941,10.1,0,2394,2394
POL008700,6.6,0,2395,2395
POL030120,6.8,0,2396,2396
POL050866,0.3,0,2397,2397
POL057580,11.6,0,2398,2398
POL041825,2.1,0,2399,2399
POL052194,11.6,0,2400,2400
POL046256,8.8,0,2401,2401
POL030341,5.6,0,2402,2402
POL005868,0.5,0,2403,2403
POL003935,10.2,0,2404,2404
POL001556,11.6,0,2405,2405
POL053618,6.0,0,2406,2406
POL040824,8.5,0,2407,2407
POL008284,2.5,0,2408,2408
POL032378,0.9,0,2409,2409
POL025450,2.9,0,2410,2410
POL032446,8.0,0,2411,2411
POL056330,7.3,0,2412,2412
POL018193,3.6,0,2413,2413
POL013476,12.1,1,2414,2414
POL044544,5.0,0,2415,2415
POL036957,8.0,0,2416,2416
POL032073,9.2,0,2417,2417
POL016483,10.9,0,2418,2418
POL013139,7.4,0,2419,2419
POL033580,3.2,0,2420,2420
POL018397,7.1,0,2421,2421
POL001204,10.6,0,2422,2422
POL002775,0.7,1,2423,2423
POL012296,0.1,0,2424,2424
POL051550,11.4,0,2425,2425
POL006531,1.8,0,2426,2426
POL030109,7.7,0,2427,2427
POL000241,5.6,0,2428,2428
POL038311,2.5,0,2429,2429
POL047764,0.1,0,2430,2430
POL057178,1.7,0,2431,2431
POL049758,12.0,0,2432,2432
POL018008,5.3,0,2433,2433
POL037102,10.7,0,2434,2434
POL010701,11.8,0,2435,2435
POL050091,5.4,0,2436,2436
POL005619,5.7,0,2437,2437
POL000150,0.1,0,2438,2438
POL031157,2.7,0,2439,2439
POL025443,10.8,0,2440,2440
POL020570,4.8,0,2441,2441
POL046419,5.9,0,2442,2442
POL005261,10.8,1,2443,2443
POL023614,1.0,0,2444,2444
POL047565,0.7,0,2445,2445
POL042506,8.0,0,2446,2446
POL034255,5.3,0,2447,2447
POL046483,12.2,0,2448,2448
POL020849,0.9,0,2449,2449
POL017836,12.4,0,2450,2450
POL052869,5.6,0,2451,2451
POL008637,0.6,0,2452,2452
POL050995,8.9,0,2453,2453
POL023021,5.6,0,2454,2454
POL042893,9.0,0,2455,2455
POL017563,1.2,0,2456,2456
POL022843,10.3,1,2457,2457
POL049188,1.1,0,2458,2458
POL045498,12.1,0,2459,2459
POL039814,11.3,0,2460,2460
POL010281,7.9,0,2461,2461
POL040438,12.4,0,2462,2462
POL005800,7.2,0,2463,2463
POL019211,1.4,0,2464,2464
POL041657,0.0,0,2465,2465
POL022627,0.3,0,2466,2466
POL054816,0.8,0,2467,2467
POL026884,1.6,0,2468,2468
POL050371,2.9,0,2469,2469
POL054151,11.5,0,2470,2470
POL002761,3.0,0,2471,2471
POL048312,2.1,0,2472,2472
POL044362,0.9,0,2473,2473
POL028892,0.4,0,2474,2474
POL030727,12.0,0,2475,2475
POL008397,1.8,0,2476,2476
POL057681,0.3,0,2477,2477
POL012642,1.3,0,2478,2478
POL023135,6.7,0,2479,2479
POL056176,11.0,0,2480,2480
POL039342,5.2,0,2481,2481
POL028473,5.5,0,2482,2482
POL049496,5.6,0,2483,2483
POL025844,10.5,0,2484,2484
POL051306,10.8,0,2485,2485
POL041798,1.8,0,2486,2486
POL055286,5.3,0,2487,2487
POL024895,5.1,0,2488,2488
POL031790,6.5,0,2489,2489
POL029773,2.2,0,2490,2490
POL051479,11.0,0,2491,2491
POL056113,4.5,0,2492,2492
POL018628,0.9,0,2493,2493
POL019990,8.6,0,2494,2494
POL033971,1.8,0,2495,2495
POL057047,6.7,0,2496,2496
POL037732,7.1,0,2497,2497
POL056741,4.7,0,2498,2498
POL032771,0.1,0,2499,2499
POL042259,7.8,0,2500,2500
POL048067,11.4,1,2501,2501
POL046836,4.6,0,2502,2502
POL006396,0.9,0,2503,2503
POL052610,0.3,0,2504,2504
POL026826,5.5,0,2505,2505
POL009138,2.5,0,2506,2506
POL028327,2.4,0,2507,2507
POL003535,2.3,0,2508,2508
POL055025,0.4,0,2509,2509
POL050268,8.4,0,2510,2510
POL005989,4.7,0,2511,2511
POL019147,0.1,0,2512,2512
POL012224,11.0,1,2513,2513
POL047417,4.8,0,2514,2514
POL018677,6.8,0,2515,2515
POL010271,6.7,1,2516,2516
POL013751,5.3,0,2517,2517
POL054997,6.9,0,2518,2518
POL058485,0.4,0,2519,2519
POL009785,12.4,0,2520,2520
POL000249,11.8,0,2521,2521
POL001603,2.9,0,2522,2522
POL041796,8.6,0,2523,2523
POL056048,7.8,0,2524,2524
POL056964,2.7,0,2525,2525
POL031717,11.5,0,2526,2526
POL051493,3.4,0,2527,2527
POL035179,0.0,0,2528,2528
POL016961,1.9,0,2529,2529
POL047381,8.3,0,2530,2530
POL013647,11.1,0,2531,2531
POL009313,0.1,0,2532,2532
POL041737,6.3,0,2533,2533
POL049614,10.4,0,2534,2534
POL000829,1.0,0,2535,2535
POL034260,1.3,0,2536,2536
POL026678,8.2,0,2537,2537
POL025051,8.8,0,2538,2538
POL015239,1.1,0,2539,2539
POL048371,6.0,0,2540,2540
POL003607,10.6,0,2541,2541
POL014306,10.9,0,2542,2542
POL055562,10.3,0,2543,2543
POL029039,0.9,0,2544,2544
POL008103,7.5,0,2545,2545
POL033624,0.4,0,2546,2546
POL042974,3.7,0,2547,2547
POL038826,8.8,0,2548,2548
POL046018,2.4,0,2549,2549
POL033190,7.5,0,2550,2550
POL003266,12.3,0,2551,2551
POL055382,3.1,0,2552,2552
POL021872,0.0,0,2553,2553
POL027495,3.1,0,2554,2554
POL052402,10.5,0,2555,2555
POL032866,11.2,0,2556,2556
POL033010,3.1,0,2557,2557
POL018873,3.1,0,2558,2558
POL002124,10.7,0,2559,2559
POL049062,0.9,0,2560,2560
POL030354,11.5,0,2561,2561
POL026806,0.2,0,2562,2562
POL046161,0.6,0,2563,2563
POL042598,11.4,0,2564,2564
POL023204,11.1,0,2565,2565
POL054080,5.0,0,2566,2566
POL008766,12.5,0,2567,2567
POL026716,0.1,0,2568,2568
POL009982,3.0,0,2569,2569
POL045492,11.7,0,2570,2570
POL039840,6.4,1,2571,2571
POL003255,10.2,0,2572,2572
POL051842,5.1,0,2573,2573
POL023768,0.9,0,2574,2574
POL021421,11.9,0,2575,2575
POL008153,6.5,0,2576,2576
POL020203,11.5,0,2577,2577
POL039434,5.7,0,2578,2578
POL045987,1.8,0,2579,2579
POL011052,6.5,0,2580,2580
POL052205,5.4,0,2581,2581
POL001289,11.3,0,2582,2582
POL040622,0.1,0,2583,2583
POL003444,5.0,0,2584,2584
POL026080,1.1,0,2585,2585
POL011856,12.2,1,2586,2586
POL006269,4.4,0,2587,2587
POL039554,3.0,0,2588,2588
POL056629,6.4,0,2589,2589
POL042988,6.4,0,2590,2590
POL013141,10.3,0,2591,2591
POL042035,1.8,0,2592,2592
POL051644,10.2,0,2593,2593
POL036513,10.7,0,2594,2594
POL025030,1.4,0,2595,2595
POL016071,11.0,0,2596,2596
POL036171,4.8,0,2597,2597
POL045372,2.4,0,2598,2598
POL000485,10.0,0,2599,2599
POL015758,1.0,0,2600,2600
POL000590,2.8,0,2601,2601
POL045875,7.6,0,2602,2602
POL020720,3.8,0,2603,2603
POL021121,10.2,0,2604,2604
POL014317,0.2,0,2605,2605
POL037183,2.6,0,2606,2606
POL006687,10.3,0,2607,2607
POL056671,6.3,0,2608,2608
POL021126,1.9,0,2609,2609
POL046602,0.9,0,2610,2610
POL050756,4.4,0,2611,2611
POL010964,11.8,0,2612,2612
POL054034,6.6,0,2613,2613
POL053067,12.0,0,2614,2614
POL020948,10.4,0,2615,2615
POL047254,9.2,1,2616,2616
POL040001,10.2,1,2617,2617
POL046447,12.3,0,2618,2618
POL039625,2.0,0,2619,2619
POL039044,1.4,0,2620,2620
POL055071,5.2,0,2621,2621
POL044732,12.4,0,2622,2622
POL027081,6.2,0,2623,2623
POL016714,0.2,0,2624,2624
POL017182,9.1,0,2625,2625
POL047639,6.1,0,2626,2626
POL002711,4.4,0,2627,2627
POL046645,5.4,0,2628,2628
POL058338,0.5,0,2629,2629
POL046411,5.0,0,2630,2630
POL033248,10.9,0,2631,2631
POL040211,11.9,0,2632,2632
POL020907,11.3,0,2633,2633
POL027646,1.1,0,2634,2634
POL017536,10.3,0,2635,2635
POL042547,1.7,0,2636,2636
POL050802,7.5,0,2637,2637
POL054089,0.4,0,2638,2638
POL032679,1.9,0,2639,2639
POL042892,3.6,0,2640,2640
POL053202,11.2,0,2641,2641
POL028244,0.8,0,2642,2642
POL013460,5.6,0,2643,2643
POL056961,0.8,0,2644,2644
POL033760,12.2,0,2645,2645
POL002370,2.7,0,2646,2646
POL001100,4.8,0,2647,2647
POL052123,2.1,0,2648,2648
POL013921,0.9,0,2649,2649
POL002388,11.9,0,2650,2650
POL049642,7.0,0,2651,2651
POL034894,1.5,0,2652,2652
POL031423,0.2,0,2653,2653
POL012253,1.8,0,2654,2654
POL044845,0.3,0,2655,2655
POL041454,1.7,0,2656,2656
POL040738,7.7,0,2657,2657
POL030026,2.1,0,2658,2658
POL014887,6.7,0,2659,2659
POL029440,0.6,0,2660,2660
POL007903,2.8,0,2661,2661
POL035646,0.0,0,2662,2662
POL012739,12.5,0,2663,2663
POL053316,6.7,0,2664,2664
POL005252,2.6,0,2665,2665
POL029284,3.8,0,2666,2666
POL041157,11.2,0,2667,2667
POL024856,0.9,0,2668,2668
POL048584,2.3,0,2669,2669
POL050789,0.9,0,2670,2670
POL019134,1.7,0,2671,2671
POL007675,11.2,1,2672,2672
POL011627,10.3,0,2673,2673
POL015840,10.9,0,2674,2674
POL055999,0.4,0,2675,2675
POL026667,5.0,0,2676,2676
POL046351,0.9,0,2677,2677
POL047438,11.9,0,2678,2678
POL037701,11.6,1,2679,2679
POL021514,1.2,0,2680,2680
POL008535,5.5,0,2681,2681
POL040691,0.8,0,2682,2682
POL034351,10.7,0,2683,2683
POL007655,8.8,0,2684,2684
POL004689,5.4,0,2685,2685
POL010268,1.4,0,2686,2686
POL014748,4.0,0,2687,2687
POL028606,12.2,1,2688,2688
POL017146,7.9,0,2689,2689
POL047980,2.7,0,2690,2690
POL002782,8.4,1,2691,2691
POL038342,5.2,0,2692,2692
POL018800,2.4,0,2693,2693
POL015026,11.0,0,2694,2694
POL038203,9.9,0,2695,2695
POL016658,4.8,0,2696,2696
POL017868,11.8,0,2697,2697
POL058375,11.8,0,2698,2698
POL042925,11.4,0,2699,2699
POL022242,7.2,0,2700,2700
POL018620,0.5,0,2701,2701
POL027895,11.4,0,2702,2702
POL052360,11.2,0,2703,2703
POL054068,11.8,0,2704,2704
POL038343,4.4,0,2705,2705
POL044098,0.4,0,2706,2706
POL043885,0.9,0,2707,2707
POL043662,5.0,0,2708,2708
POL025677,12.4,0,2709,2709
POL023530,1.0,0,2710,2710
POL006753,0.5,0,2711,2711
POL000415,7.3,0,2712,2712
POL047698,7.3,0,2713,2713
POL048321,0.8,0,2714,2714
POL000884,11.6,1,2715,2715
POL046754,8.8,0,2716,2716
POL028123,2.9,0,2717,2717
POL011939,7.4,0,2718,2718
POL012345,0.8,0,2719,2719
POL010402,11.0,0,2720,2720
POL014957,5.5,0,2721,2721
POL014161,10.2,0,2722,2722
POL022348,6.9,0,2723,2723
POL053209,7.1,0,2724,2724
POL002638,0.5,0,2725,2725
POL032689,3.0,0,2726,2726
POL055333,10.4,0,2727,2727
POL046800,4.5,0,2728,2728
POL049303,1.4,0,2729,2729
POL053461,0.7,0,2730,2730
POL057708,10.1,0,2731,2731
POL023143,2.2,0,2732,2732
POL051491,4.4,1,2733,2733
POL029508,5.7,0,2734,2734
POL048994,10.6,0,2735,2735
POL003252,10.6,0,2736,2736
POL011860,1.8,0,2737,2737
POL041241,10.0,0,2738,2738
POL045525,0.9,0,2739,2739
POL032462,6.2,0,2740,2740
POL020844,1.6,0,2741,2741
POL038754,2.7,0,2742,2742
POL035882,0.8,0,2743,2743
POL035616,2.8,0,2744,2744
POL024941,0.9,0,2745,2745
POL000124,4.8,0,2746,2746
POL018356,1.7,0,2747,2747
POL001320,2.4,0,2748,2748
POL058169,5.1,0,2749,2749
POL018237,5.2,0,2750,2750
POL038326,5.7,0,2751,2751
POL001736,2.1,0,2752,2752
POL004295,11.2,1,2753,2753
POL053532,11.7,0,2754,2754
POL042788,5.1,0,2755,2755
POL012326,0.2,1,2756,2756
POL008528,0.1,0,2757,2757
POL038046,10.5,0,2758,2758
POL017272,10.0,0,2759,2759
POL038441,12.5,0,2760,2760
POL007142,2.3,0,2761,2761
POL057411,10.3,0,2762,2762
POL054500,11.0,0,2763,2763
POL056373,1.0,0,2764,2764
POL027395,11.2,0,2765,2765
POL027176,8.7,0,2766,2766
POL028443,3.7,0,2767,2767
POL040189,9.4,0,2768,2768
POL027948,0.5,0,2769,2769
POL022506,10.6,0,2770,2770
POL000936,10.7,0,2771,2771
POL036549,2.2,0,2772,2772
POL042930,12.5,0,2773,2773
POL020337,7.5,0,2774,2774
POL026033,12.4,0,2775,2775
POL021261,3.1,0,2776,2776
POL047193,10.5,0,2777,2777
POL024963,10.4,0,2778,2778
POL014805,0.3,0,2779,2779
POL003058,4.9,0,2780,2780
POL037796,5.0,0,2781,2781
POL025289,11.0,0,2782,2782
POL056472,7.6,0,2783,2783
POL022319,3.1,0,2784,2784
POL045474,8.2,0,2785,2785
POL045992,7.1,0,2786,2786
POL050701,4.4,0,2787,2787
POL045843,8.8,0,2788,2788
POL024342,8.7,0,2789,2789
POL046180,0.4,0,2790,2790
POL023947,10.3,0,2791,2791
POL042819,6.2,0,2792,2792
POL017819,11.8,0,2793,2793
POL019537,11.3,0,2794,2794
POL045297,2.0,0,2795,2795
POL002942,2.4,0,2796,2796
POL012281,12.2,0,2797,2797
POL032624,11.6,0,2798,2798
POL056202,2.5,0,2799,2799
POL024600,10.4,0,2800,2800
POL038767,11.8,0,2801,2801
POL053811,11.7,0,2802,2802
POL046512,2.5,0,2803,2803
POL017954,5.5,0,2804,2804
POL024874,2.2,1,2805,2805
POL056453,2.4,0,2806,2806
POL046787,8.1,0,2807,2807
POL003608,6.4,0,2808,2808
POL008339,10.8,0,2809,2809
POL013312,7.4,0,2810,2810
POL049199,12.0,1,2811,2811
POL046758,3.4,0,2812,2812
POL030747,8.5,0,2813,2813
POL024598,4.4,0,2814,2814
POL010254,10.2,0,2815,2815
POL004543,0.7,0,2816,2816
POL038379,1.0,0,2817,2817
POL052464,5.4,0,2818,2818
POL033089,4.5,0,2819,2819
POL016563,2.2,0,2820,2820
POL032518,0.8,0,2821,2821
POL054692,2.1,0,2822,2822
POL020859,11.0,1,2823,2823
POL053277,3.6,0,2824,2824
POL028405,3.0,0,2825,2825
POL037968,5.9,0,2826,2826
POL058433,10.7,0,2827,2827
POL021224,5.7,0,2828,2828
POL033029,2.7,0,2829,2829
POL034583,0.9,0,2830,2830
POL025343,4.4,0,2831,2831
POL047210,5.3,0,2832,2832
POL055888,10.6,0,2833,2833
POL020048,0.1,0,2834,2834
POL021173,1.4,0,2835,2835
POL050834,10.7,0,2836,2836
POL021810,10.8,0,2837,2837
POL008879,7.0,0,2838,2838
POL056958,4.2,0,2839,2839
POL058533,0.6,0,2840,2840
POL022766,6.0,0,2841,2841
POL036370,1.0,0,2842,2842
POL052419,11.4,0,2843,2843
POL011530,6.5,0,2844,2844
POL047576,3.4,0,2845,2845
POL027331,3.9,0,2846,2846
POL057251,3.4,0,2847,2847
POL014200,2.1,0,2848,2848
POL008213,9.1,1,2849,2849
POL056803,5.8,0,2850,2850
POL047805,10.1,0,2851,2851
POL017474,9.3,0,2852,2852
POL004053,0.1,0,2853,2853
POL007975,9.2,0,2854,2854
POL040627,0.0,0,2855,2855
POL036797,0.4,0,2856,2856
POL031316,11.1,0,2857,2857
POL043365,7.2,0,2858,2858
POL000056,3.3,0,2859,2859
POL009394,3.9,0,2860,2860
POL029154,0.5,1,2861,2861
POL009208,12.1,0,2862,2862
POL003710,12.4,0,2863,2863
POL038165,11.3,0,2864,2864
POL032085,10.3,0,2865,2865
POL005200,12.2,0,2866,2866
POL007078,0.9,0,2867,2867
POL058278,2.5,0,2868,2868
POL040507,10.3,0,2869,2869
POL013197,11.8,0,2870,2870
POL018141,0.8,0,2871,2871
POL009446,5.5,1,2872,2872
POL052475,0.9,0,2873,2873
POL053775,0.9,1,2874,2874
POL000988,2.2,0,2875,2875
POL021929,3.9,0,2876,2876
POL000085,11.6,0,2877,2877
POL002359,11.6,1,2878,2878
POL027058,9.7,0,2879,2879
POL018444,10.7,0,2880,2880
POL014704,7.1,0,2881,2881
POL011067,10.0,0,2882,2882
POL043951,10.2,0,2883,2883
POL003450,11.1,0,2884,2884
POL038064,5.3,0,2885,2885
POL053834,1.4,1,2886,2886
POL033722,11.9,0,2887,2887
POL011461,11.2,0,2888,2888
POL015611,12.3,0,2889,2889
POL028004,9.8,1,2890,2890
POL054900,7.4,0,2891,2891
POL032475,0.2,0,2892,2892
POL004976,0.6,0,2893,2893
POL050909,5.9,0,2894,2894
POL000501,8.8,0,2895,2895
POL014895,11.0,0,2896,2896
POL041895,8.8,0,2897,2897
POL023509,12.0,0,2898,2898
POL023848,8.9,0,2899,2899
POL042358,2.3,0,2900,2900
POL011040,6.0,0,2901,2901
POL049390,2.7,0,2902,2902
POL037128,1.7,0,2903,2903
POL015301,0.8,0,2904,2904
POL048369,9.7,0,2905,2905
POL007166,0.9,0,2906,2906
POL008508,11.2,1,2907,2907
POL025950,10.8,0,2908,2908
POL046443,6.1,0,2909,2909
POL008549,6.0,0,2910,2910
POL002089,7.7,0,2911,2911
POL013360,0.8,0,2912,2912
POL038421,0.4,0,2913,2913
POL048205,10.6,0,2914,2914
POL010055,2.0,0,2915,2915
POL005625,12.4,0,2916,2916
POL004500,4.1,1,2917,2917
POL008704,9.0,0,2918,2918
POL016249,0.9,0,2919,2919
POL049336,4.5,0,2920,2920
POL041107,10.8,0,2921,2921
POL007167,0.2,0,2922,2922
POL011827,5.4,0,2923,2923
POL043680,7.5,1,2924,2924
POL044299,0.8,0,2925,2925
POL015531,2.3,0,2926,2926
POL033184,1.7,0,2927,2927
POL031923,0.3,0,2928,2928
POL048830,11.6,0,2929,2929
POL031922,7.9,0,2930,2930
POL034100,6.1,0,2931,2931
POL043118,3.3,0,2932,2932
POL004113,9.7,0,2933,2933
POL026301,10.1,1,2934,2934
POL029815,12.2,0,2935,2935
POL029801,0.8,0,2936,2936
POL026139,0.5,0,2937,2937
POL049828,10.9,0,2938,2938
POL003134,11.7,0,2939,2939
POL036740,10.0,0,2940,2940
POL011918,1.6,0,2941,2941
POL056793,5.6,0,2942,2942
POL027612,11.2,0,2943,2943
POL002575,5.4,0,2944,2944
POL058514,7.2,0,2945,2945
POL040810,9.9,0,2946,2946
POL038765,2.0,0,2947,2947
POL019313,8.0,0,2948,2948
POL034617,7.9,1,2949,2949
POL010251,11.7,0,2950,2950
POL020992,0.1,0,2951,2951
POL049805,11.3,1,2952,2952
POL005076,11.1,0,2953,2953
POL042601,0.2,0,2954,2954
POL024783,2.6,0,2955,2955
POL040818,7.0,0,2956,2956
POL044156,6.3,0,2957,2957
POL030429,9.5,0,2958,2958
POL024456,1.8,0,2959,2959
POL052991,11.5,0,2960,2960
POL041178,1.0,0,2961,2961
POL015388,8.5,0,2962,2962
POL053600,6.8,0,2963,2963
POL017275,4.3,0,2964,2964
POL044850,12.1,0,2965,2965
POL025804,8.1,0,2966,2966
POL045622,12.4,0,2967,2967
POL010411,0.2,0,2968,2968
POL049460,11.5,0,2969,2969
POL017214,11.0,0,2970,2970
POL043427,6.4,0,2971,2971
POL038852,12.1,0,2972,2972
POL022310,3.5,0,2973,2973
POL014702,12.0,0,2974,2974
POL003101,2.6,0,2975,2975
POL054281,0.5,0,2976,2976
POL035810,8.5,1,2977,2977
POL042159,12.3,0,2978,2978
POL014965,8.6,0,2979,2979
POL042393,3.5,0,2980,2980
POL051859,11.6,0,2981,2981
POL014736,4.4,0,2982,2982
POL057620,7.4,0,2983,2983
POL007279,12.5,0,2984,2984
POL033269,10.1,0,2985,2985
POL006886,9.9,0,2986,2986
POL015604,5.2,0,2987,2987
POL022470,2.9,0,2988,2988
POL028310,11.3,0,2989,2989
POL023857,6.6,0,2990,2990
POL023541,1.2,0,2991,2991
POL042470,0.6,0,2992,2992
POL050436,10.0,0,2993,2993
POL004433,6.0,0,2994,2994
POL014703,9.9,1,2995,2995
POL010045,10.3,0,2996,2996
POL028936,9.1,0,2997,2997
POL006091,12.2,0,2998,2998
POL050158,11.7,0,2999,2999
POL033431,3.7,0,3000,3000
POL000893,12.0,0,3001,3001
POL024310,10.6,0,3002,3002
POL041193,7.4,0,3003,3003
POL052794,4.5,0,3004,3004
POL043083,3.7,0,3005,3005
POL040384,10.6,0,3006,3006
POL018406,0.4,0,3007,3007
POL029945,10.2,0,3008,3008
POL049382,0.6,0,3009,3009
POL007725,0.9,1,3010,3010
POL057119,9.7,1,3011,3011
POL053564,4.1,0,3012,3012
POL001038,10.2,0,3013,3013
POL017059,3.7,0,3014,3014
POL027532,2.3,0,3015,3015
POL014481,2.1,0,3016,3016
POL014955,1.0,0,3017,3017
POL038524,4.4,0,3018,3018
POL042456,10.8,0,3019,3019
POL055942,0.7,1,3020,3020
POL029708,3.8,0,3021,3021
POL009903,7.4,0,3022,3022
POL001136,0.2,0,3023,3023
POL040900,6.4,0,3024,3024
POL004704,5.5,0,3025,3025
POL049557,0.9,0,3026,3026
POL004022,7.1,0,3027,3027
POL035950,4.9,0,3028,3028
POL029450,2.7,0,3029,3029
POL035505,2.9,0,3030,3030
POL031323,8.0,0,3031,3031
POL004579,10.4,0,3032,3032
POL050316,3.3,0,3033,3033
POL036543,5.3,0,3034,3034
POL008945,0.1,0,3035,3035
POL021063,3.9,0,3036,3036
POL023855,9.5,0,3037,3037
POL005220,10.6,0,3038,3038
POL011766,5.9,0,3039,3039
POL042048,6.0,0,3040,3040
POL033862,0.9,0,3041,3041
POL010854,4.9,0,3042,3042
POL009635,11.4,0,3043,3043
POL038811,8.1,0,3044,3044
POL051245,11.7,0,3045,3045
POL046850,10.2,0,3046,3046
POL001477,6.2,0,3047,3047
POL007163,10.4,0,3048,3048
POL041764,5.5,0,3049,3049
POL024349,12.1,0,3050,3050
POL045894,5.0,0,3051,3051
POL028194,11.7,0,3052,3052
POL023355,8.9,0,3053,3053
POL041562,11.0,0,3054,3054
POL017883,5.7,0,3055,3055
POL030949,10.8,0,3056,3056
POL024475,11.9,0,3057,3057
POL051857,0.4,0,3058,3058
POL001361,6.4,0,3059,3059
POL021753,11.7,0,3060,3060
POL019404,10.2,0,3061,3061
POL001403,11.5,0,3062,3062
POL010466,1.9,0,3063,3063
POL019434,2.1,0,3064,3064
POL049355,12.3,0,3065,3065
POL042814,0.9,0,3066,3066
POL035131,6.5,0,3067,3067
POL013535,0.8,0,3068,3068
POL035159,0.8,0,3069,3069
POL019841,9.5,0,3070,3070
POL014619,11.6,0,3071,3071
POL003572,10.2,1,3072,3072
POL003530,2.3,0,3073,3073
POL048355,4.8,0,3074,3074
POL036389,0.9,0,3075,3075
POL024205,11.5,0,3076,3076
POL020645,12.3,0,3077,3077
POL043216,1.3,0,3078,3078
POL005758,2.5,0,3079,3079
POL017737,2.2,0,3080,3080
POL056875,4.0,0,3081,3081
POL058179,8.3,0,3082,3082
POL049102,11.3,1,3083,3083
POL045924,2.4,0,3084,3084
POL017968,1.5,0,3085,3085
POL050637,5.5,0,3086,3086
POL047778,11.6,0,3087,3087
POL009173,11.3,0,3088,3088
POL009474,0.4,0,3089,3089
POL050632,10.2,0,3090,3090
POL035242,3.1,0,3091,3091
POL050881,0.2,0,3092,3092
POL016224,4.2,0,3093,3093
POL012626,8.2,0,3094,3094
POL029466,7.2,0,3095,3095
POL056327,4.0,0,3096,3096
POL008991,1.5,0,3097,3097
POL001947,5.2,0,3098,3098
POL046669,10.5,0,3099,3099
POL021529,3.7,0,3100,3100
POL001220,9.9,0,3101,3101
POL049835,2.7,0,3102,3102
POL002063,0.8,0,3103,3103
POL014106,0.1,0,3104,3104
POL015092,5.1,0,3105,3105
POL052461,10.5,0,3106,3106
POL007309,11.5,0,3107,3107
