payment_id,policy_id,customer_id,payment_date,amount,payment_method,payment_status
1332,POL007185,1332,2024-08-02,45612,paypal,success
1333,POL036132,1333,2024-01-15,46651,card,declined
1334,POL051799,1334,2024-03-31,32886,others,declined
1335,POL049176,1335,2024-04-25,65049,paypal,success
1336,POL000498,1336,2024-08-10,77878,paypal,declined
1337,POL017799,1337,2024-09-28,25902,paypal,in progress
1338,POL050842,1338,2024-05-22,61493,others,declined
1339,POL039382,1339,2024-09-26,98451,card,declined
1340,POL009904,1340,2024-01-30,93130,others,success
1341,POL020678,1341,2024-07-25,33035,paypal,success
1342,POL010669,1342,2024-11-13,48144,paypal,declined
1343,POL022931,1343,2024-04-28,51987,paypal,success
1344,POL051343,1344,2024-11-01,44558,others,success
1345,POL039080,1345,2024-08-06,18760,others,declined
1346,POL049549,1346,2024-12-01,96786,others,success
1347,POL032927,1347,2024-01-20,85751,others,declined
1348,POL034785,1348,2024-08-12,6468,paypal,declined
1349,POL045868,1349,2024-07-03,74807,card,declined
1350,POL001837,1350,2024-10-03,28010,paypal,success
1351,POL055979,1351,2024-04-11,17550,others,in progress
1352,POL031725,1352,2024-06-27,58197,paypal,declined
1353,POL005550,1353,2024-06-27,51076,others,declined
1354,POL032037,1354,2024-05-03,89961,card,in progress
1355,POL021359,1355,2024-09-29,52751,paypal,in progress
1356,POL003214,1356,2024-05-19,69657,others,declined
1357,POL021997,1357,2024-04-08,32243,paypal,declined
1358,POL025797,1358,2024-05-31,72579,card,success
1359,POL014867,1359,2024-10-20,33842,card,success
1360,POL032526,1360,2024-04-15,98044,others,declined
1361,POL020982,1361,2024-02-19,19270,others,in progress
1362,POL054264,1362,2024-10-21,9910,card,success
1363,POL045442,1363,2024-04-21,30997,others,declined
1364,POL037024,1364,2024-07-06,92811,others,declined
1365,POL014123,1365,2024-05-18,57430,others,success
1366,POL018792,1366,2024-07-21,36754,paypal,success
1367,POL019740,1367,2024-09-18,52482,paypal,success
1368,POL005310,1368,2024-04-12,99803,others,success
1369,POL057712,1369,2024-06-10,83360,others,success
1370,POL011882,1370,2024-05-24,31253,paypal,declined
1371,POL022896,1371,2024-01-29,91956,others,declined
1372,POL032799,1372,2024-03-05,86585,others,success
1373,POL014797,1373,2024-08-30,89267,paypal,declined
1374,POL039973,1374,2024-11-08,99275,paypal,in progress
1375,POL007331,1375,2024-10-23,13374,paypal,in progress
1376,POL018124,1376,2024-03-31,56383,others,declined
1377,POL027343,1377,2024-04-25,45474,others,success
1378,POL025666,1378,2024-11-26,44302,paypal,success
1379,POL056118,1379,2024-06-07,99680,card,declined
1380,POL048043,1380,2024-10-03,19831,paypal,in progress
1381,POL007689,1381,2024-09-27,93488,card,in progress
1382,POL028885,1382,2024-06-29,28910,paypal,declined
1383,POL054685,1383,2024-04-10,92989,others,declined
1384,POL049706,1384,2024-10-31,53607,paypal,in progress
1385,POL036137,1385,2024-07-09,471,others,success
1386,POL050687,1386,2024-04-04,40411,card,success
1387,POL019419,1387,2024-07-26,22596,card,in progress
1388,POL021697,1388,2024-04-12,54200,paypal,declined
1389,POL037595,1389,2024-10-16,10685,paypal,success
1390,POL031752,1390,2024-06-17,17427,paypal,declined
1391,POL027352,1391,2024-05-23,5669,card,in progress
1392,POL028400,1392,2024-10-06,81871,paypal,success
1393,POL057753,1393,2024-05-15,19115,paypal,in progress
1394,POL034226,1394,2024-06-05,12183,paypal,success
1395,POL053722,1395,2024-03-07,15990,others,success
1396,POL030916,1396,2024-04-28,33997,paypal,success
1397,POL031388,1397,2024-02-03,34879,card,success
1398,POL044074,1398,2024-04-07,29054,others,success
1399,POL011868,1399,2024-04-30,9063,others,success
1400,POL036291,1400,2024-10-02,5308,others,declined
1401,POL039720,1401,2024-02-27,91853,others,success
1402,POL051879,1402,2024-04-23,68128,others,in progress
1403,POL022386,1403,2024-05-09,65304,others,in progress
1404,POL009889,1404,2024-09-29,91159,card,success
1405,POL026253,1405,2024-01-18,49763,paypal,success
1406,POL025599,1406,2024-11-18,97103,others,in progress
1407,POL016062,1407,2024-03-22,41790,card,in progress
1408,POL043285,1408,2024-05-23,58683,paypal,declined
1409,POL021448,1409,2024-10-19,30980,others,in progress
1410,POL051182,1410,2024-07-31,39855,card,declined
1411,POL037355,1411,2024-03-09,27314,card,in progress
1412,POL042532,1412,2024-02-19,76405,paypal,in progress
1413,POL035908,1413,2024-10-14,47050,card,declined
1414,POL012789,1414,2024-08-09,20633,card,success
1415,POL034438,1415,2024-05-03,52798,others,declined
1416,POL032190,1416,2024-01-02,77898,card,success
1417,POL028891,1417,2024-02-03,26827,card,declined
1418,POL021651,1418,2024-08-27,96985,others,declined
1419,POL005590,1419,2024-01-19,83317,card,declined
1420,POL038918,1420,2024-03-06,34160,paypal,declined
1421,POL026702,1421,2024-10-02,39582,others,in progress
1422,POL057252,1422,2024-05-20,28184,card,in progress
1423,POL055712,1423,2024-10-20,20218,others,declined
1424,POL034547,1424,2024-10-07,99088,paypal,in progress
1425,POL025841,1425,2024-02-22,5740,paypal,declined
1426,POL033710,1426,2024-03-18,15107,others,declined
1427,POL018451,1427,2024-07-31,59047,card,in progress
1428,POL023628,1428,2024-01-26,72024,card,declined
1429,POL041645,1429,2024-09-03,33720,paypal,in progress
1430,POL007596,1430,2024-07-10,90968,others,declined
1431,POL045220,1431,2024-05-03,77755,paypal,declined
1432,POL043519,1432,2024-11-03,44647,others,success
1433,POL049023,1433,2024-11-02,47866,card,success
1434,POL023569,1434,2024-07-04,57275,paypal,declined
1435,POL054005,1435,2024-04-15,20760,card,declined
1436,POL002965,1436,2024-09-10,67899,card,in progress
1437,POL047751,1437,2024-09-04,89000,card,declined
1438,POL006521,1438,2024-01-12,24855,others,declined
1439,POL002051,1439,2024-04-02,38316,card,success
1440,POL048574,1440,2024-06-05,8675,others,declined
1441,POL028909,1441,2024-09-13,50790,others,declined
1442,POL032665,1442,2024-04-27,86560,others,success
1443,POL026939,1443,2024-08-26,82699,paypal,declined
1444,POL055971,1444,2024-09-13,2722,others,success
1445,POL010244,1445,2024-08-18,75151,others,success
1446,POL030052,1446,2024-05-02,59769,others,success
1447,POL027197,1447,2024-10-13,17018,others,success
1448,POL055225,1448,2024-02-02,89962,paypal,success
1449,POL020737,1449,2024-01-05,39287,paypal,in progress
1450,POL052484,1450,2024-11-03,80312,others,declined
1451,POL001079,1451,2024-07-09,24693,card,in progress
1452,POL012600,1452,2024-07-20,56622,others,in progress
1453,POL045633,1453,2024-04-12,30699,card,declined
1454,POL025166,1454,2024-01-02,75646,card,in progress
1455,POL021528,1455,2024-07-11,52200,card,declined
1456,POL025581,1456,2024-07-24,42264,others,success
1457,POL045733,1457,2024-02-28,25033,paypal,success
1458,POL017423,1458,2024-10-01,9715,card,in progress
1459,POL013860,1459,2024-06-20,8820,card,in progress
1460,POL012857,1460,2024-01-08,48287,others,success
1461,POL011170,1461,2024-02-02,268,paypal,in progress
1462,POL057243,1462,2024-07-30,52264,card,in progress
1463,POL027750,1463,2024-04-23,30603,card,in progress
1464,POL035231,1464,2024-03-23,8613,paypal,in progress
1465,POL045655,1465,2024-09-11,16124,card,in progress
1466,POL024123,1466,2024-05-16,95803,card,in progress
1467,POL045152,1467,2024-11-04,96748,card,declined
1468,POL057270,1468,2024-01-23,83498,paypal,success
1469,POL012990,1469,2024-06-11,31007,card,success
1470,POL008810,1470,2024-06-16,98538,paypal,declined
1471,POL058081,1471,2024-10-08,57953,others,success
1472,POL022880,1472,2024-01-05,42778,others,in progress
1473,POL019687,1473,2024-07-27,27525,card,declined
1474,POL039359,1474,2024-06-10,6178,card,declined
1475,POL009078,1475,2024-11-22,1595,paypal,in progress
1476,POL036544,1476,2024-04-06,11304,others,declined
1477,POL012171,1477,2024-03-18,14321,paypal,declined
1478,POL053772,1478,2024-03-12,62616,others,declined
1479,POL037371,1479,2024-11-29,13791,paypal,declined
1480,POL016750,1480,2024-03-11,48125,card,in progress
1481,POL052399,1481,2024-05-09,56444,paypal,in progress
1482,POL057837,1482,2024-06-29,86023,others,in progress
1483,POL048730,1483,2024-04-21,22152,card,declined
1484,POL039736,1484,2024-10-09,53347,card,declined
1485,POL043388,1485,2024-01-12,98358,card,in progress
1486,POL025023,1486,2024-11-21,70507,others,declined
1487,POL034621,1487,2024-03-09,63360,card,success
1488,POL009871,1488,2024-06-19,13334,others,in progress
1489,POL022876,1489,2024-11-11,66080,card,in progress
1490,POL045156,1490,2024-07-24,91108,card,success
1491,POL003298,1491,2024-09-28,30232,card,in progress
1492,POL034779,1492,2024-01-22,85849,paypal,in progress
1493,POL052256,1493,2024-06-18,68367,card,in progress
1494,POL053193,1494,2024-04-23,93913,paypal,success
1495,POL043095,1495,2024-11-13,31743,card,in progress
1496,POL032603,1496,2024-04-02,63142,others,declined
1497,POL029800,1497,2024-01-08,15356,paypal,in progress
1498,POL036923,1498,2024-10-07,46079,others,success
1499,POL052764,1499,2024-11-07,72346,paypal,in progress
1500,POL008827,1500,2024-05-23,22986,paypal,in progress
1501,POL000772,1501,2024-06-24,67641,card,declined
1502,POL025291,1502,2024-10-18,88047,others,declined
1503,POL037210,1503,2024-02-15,51632,card,in progress
1504,POL058438,1504,2024-10-01,94111,others,declined
1505,POL038365,1505,2024-02-17,23680,others,declined
1506,POL015993,1506,2024-05-20,35287,paypal,in progress
1507,POL017930,1507,2024-07-04,97999,card,in progress
1508,POL025770,1508,2024-04-19,26334,others,declined
1509,POL029267,1509,2024-10-26,71483,card,in progress
1510,POL007613,1510,2024-02-15,6459,card,declined
1511,POL044800,1511,2024-10-14,85225,paypal,success
1512,POL013633,1512,2024-06-01,83112,card,declined
1513,POL010148,1513,2024-11-29,19932,others,declined
1514,POL014338,1514,2024-08-13,59382,paypal,declined
1515,POL053442,1515,2024-02-06,91620,paypal,success
1516,POL046568,1516,2024-03-23,99381,paypal,success
1517,POL007043,1517,2024-04-25,35548,card,in progress
1518,POL032088,1518,2024-10-14,71276,others,success
1519,POL004116,1519,2024-02-13,1781,card,declined
1520,POL001971,1520,2024-04-16,13025,others,success
1521,POL044187,1521,2024-11-23,69388,paypal,success
1522,POL052230,1522,2024-03-12,62763,others,success
1523,POL050171,1523,2024-05-30,49392,card,declined
1524,POL027521,1524,2024-01-30,7534,paypal,success
1525,POL021055,1525,2024-11-08,5011,paypal,in progress
1526,POL015126,1526,2024-01-21,47772,others,success
1527,POL039726,1527,2024-02-17,11190,others,success
1528,POL033802,1528,2024-06-26,50082,paypal,declined
1529,POL030710,1529,2024-01-07,74447,others,in progress
1530,POL053468,1530,2024-04-03,32127,card,in progress
1531,POL018707,1531,2024-02-24,85472,others,success
1532,POL035885,1532,2024-10-22,1787,others,success
1533,POL028445,1533,2024-02-24,92146,paypal,declined
1534,POL053944,1534,2024-09-05,58519,paypal,in progress
1535,POL027721,1535,2024-08-07,6720,card,in progress
1536,POL013964,1536,2024-01-06,8156,card,in progress
1537,POL040868,1537,2024-05-26,906,paypal,in progress
1538,POL040328,1538,2024-11-24,55761,card,in progress
1539,POL035212,1539,2024-02-06,54541,paypal,in progress
1540,POL012698,1540,2024-07-09,38133,card,declined
1541,POL011383,1541,2024-10-23,33368,others,in progress
1542,POL052803,1542,2024-06-10,5129,card,in progress
1543,POL010501,1543,2024-09-01,8946,card,in progress
1544,POL041273,1544,2024-09-10,79209,paypal,declined
1545,POL002476,1545,2024-04-03,68578,others,success
1546,POL000210,1546,2024-05-11,78743,others,success
1547,POL015461,1547,2024-04-05,94509,card,in progress
1548,POL034215,1548,2024-11-19,77414,paypal,success
1549,POL046158,1549,2024-02-05,13391,paypal,in progress
1550,POL039493,1550,2024-07-26,96030,paypal,success
1551,POL018022,1551,2024-06-29,71223,others,declined
1552,POL046840,1552,2024-02-16,23140,paypal,success
1553,POL032634,1553,2024-04-25,62389,card,declined
1554,POL039045,1554,2024-09-04,72440,paypal,in progress
1555,POL039125,1555,2024-04-21,62565,card,declined
1556,POL005711,1556,2024-11-07,3240,card,declined
1557,POL036011,1557,2024-01-21,78930,card,success
1558,POL035570,1558,2024-02-14,59273,card,success
1559,POL015894,1559,2024-07-07,68955,card,success
1560,POL011626,1560,2024-03-24,76992,paypal,success
1561,POL052576,1561,2024-01-15,49571,paypal,in progress
1562,POL048571,1562,2024-07-26,40232,others,in progress
1563,POL057506,1563,2024-01-25,96473,paypal,in progress
1564,POL033711,1564,2024-01-19,41106,card,declined
1565,POL001941,1565,2024-03-07,18670,card,success
1566,POL048967,1566,2024-08-24,58445,others,in progress
1567,POL003268,1567,2024-05-25,49218,others,declined
1568,POL035067,1568,2024-06-24,99621,paypal,declined
1569,POL021871,1569,2024-07-30,17258,others,declined
1570,POL040329,1570,2024-10-01,15001,paypal,declined
1571,POL043705,1571,2024-07-28,2987,others,success
1572,POL043113,1572,2024-09-14,61080,paypal,declined
1573,POL037860,1573,2024-10-04,34249,card,success
1574,POL054384,1574,2024-03-15,3155,paypal,declined
1575,POL039732,1575,2024-10-27,30150,others,in progress
1576,POL023901,1576,2024-03-17,43366,others,in progress
1577,POL029408,1577,2024-10-07,97084,paypal,declined
1578,POL001648,1578,2024-03-01,75642,others,success
1579,POL030753,1579,2024-09-03,33704,others,in progress
1580,POL007276,1580,2024-02-17,38078,paypal,success
1581,POL035154,1581,2024-07-04,63386,paypal,in progress
1582,POL018934,1582,2024-11-01,23100,paypal,declined
1583,POL029798,1583,2024-11-09,32333,paypal,declined
1584,POL032227,1584,2024-11-25,13523,card,declined
1585,POL036689,1585,2024-08-07,53393,card,declined
1586,POL055590,1586,2024-08-20,25214,card,success
1587,POL029772,1587,2024-03-22,12009,card,success
1588,POL009218,1588,2024-09-29,83088,card,success
1589,POL014048,1589,2024-02-15,25377,paypal,declined
1590,POL002103,1590,2024-01-31,48505,others,declined
1591,POL027801,1591,2024-08-23,49327,paypal,in progress
1592,POL020536,1592,2024-09-25,55179,paypal,in progress
1593,POL022402,1593,2024-04-05,69508,card,in progress
1594,POL042851,1594,2024-07-31,8047,card,declined
1595,POL026664,1595,2024-01-28,47327,paypal,in progress
1596,POL012927,1596,2024-09-11,51951,others,in progress
1597,POL035431,1597,2024-03-11,56529,card,in progress
1598,POL046067,1598,2024-03-20,4862,others,success
1599,POL041463,1599,2024-02-17,58807,paypal,success
1600,POL039333,1600,2024-08-20,33086,others,declined
1601,POL057788,1601,2024-08-26,75893,paypal,success
1602,POL057381,1602,2024-10-12,10804,others,success
1603,POL055915,1603,2024-03-30,85497,paypal,declined
1604,POL024935,1604,2024-07-21,66560,paypal,in progress
1605,POL010013,1605,2024-07-28,20978,card,success
1606,POL027348,1606,2024-02-08,15163,card,success
1607,POL014344,1607,2024-05-28,5531,paypal,success
1608,POL019374,1608,2024-07-06,44613,card,declined
1609,POL018584,1609,2024-02-21,36961,paypal,success
1610,POL010054,1610,2024-08-11,11743,others,success
1611,POL046381,1611,2024-10-26,48293,paypal,in progress
1612,POL023008,1612,2024-04-27,42240,card,success
1613,POL006335,1613,2024-10-09,3781,card,declined
1614,POL044824,1614,2024-01-13,54717,card,success
1615,POL014167,1615,2024-06-19,59570,paypal,declined
1616,POL053467,1616,2024-10-04,89396,card,success
1617,POL009688,1617,2024-04-25,61724,paypal,success
1618,POL040173,1618,2024-09-04,17283,others,declined
1619,POL003321,1619,2024-07-04,26848,paypal,declined
1620,POL029916,1620,2024-01-28,69532,card,in progress
1621,POL011348,1621,2024-09-23,58321,others,success
1622,POL028967,1622,2024-04-04,74083,card,success
1623,POL037685,1623,2024-04-01,77967,paypal,in progress
1624,POL050056,1624,2024-03-25,81075,paypal,in progress
1625,POL012421,1625,2024-10-12,99218,paypal,in progress
1626,POL002836,1626,2024-05-10,30560,others,declined
1627,POL055506,1627,2024-11-06,1061,card,declined
1628,POL034124,1628,2024-06-27,58011,others,in progress
1629,POL010416,1629,2024-05-28,27038,paypal,in progress
1630,POL038333,1630,2024-02-05,46920,paypal,in progress
1631,POL034492,1631,2024-08-01,27469,card,declined
1632,POL036828,1632,2024-05-28,47701,others,success
1633,POL051401,1633,2024-07-18,29087,card,success
1634,POL001497,1634,2024-07-28,95794,others,success
1635,POL043344,1635,2024-08-18,70749,paypal,success
1636,POL049477,1636,2024-05-07,68912,paypal,in progress
1637,POL037123,1637,2024-01-10,64486,others,success
1638,POL010288,1638,2024-06-27,5146,card,success
1639,POL031722,1639,2024-07-13,80634,card,declined
1640,POL038067,1640,2024-10-05,75645,others,in progress
1641,POL045370,1641,2024-04-11,65890,card,in progress
1642,POL055407,1642,2024-09-06,58100,paypal,declined
1643,POL017585,1643,2024-06-12,57640,paypal,in progress
1644,POL011289,1644,2024-06-01,80641,paypal,success
1645,POL021793,1645,2024-03-17,9410,paypal,success
1646,POL044575,1646,2024-11-13,63546,others,success
1647,POL042008,1647,2024-04-15,77855,others,in progress
1648,POL006040,1648,2024-06-15,72879,card,in progress
1649,POL027178,1649,2024-03-22,12725,others,success
1650,POL009583,1650,2024-06-16,74584,paypal,declined
1651,POL015091,1651,2024-11-24,18878,others,in progress
1652,POL043207,1652,2024-05-06,21434,card,declined
1653,POL010480,1653,2024-08-25,46389,paypal,declined
1654,POL022775,1654,2024-08-17,77580,others,declined
1655,POL017561,1655,2024-01-26,76561,others,declined
1656,POL036758,1656,2024-03-07,30897,card,declined
1657,POL057968,1657,2024-10-07,76986,card,in progress
1658,POL009818,1658,2024-02-17,56909,others,in progress
1659,POL039031,1659,2024-04-14,4401,card,declined
1660,POL001319,1660,2024-04-22,84414,paypal,declined
1661,POL022723,1661,2024-04-02,82189,paypal,success
1662,POL047192,1662,2024-10-15,63826,paypal,success
1663,POL051426,1663,2024-05-19,39859,card,declined
1664,POL042227,1664,2024-11-14,13087,card,success
1665,POL051089,1665,2024-03-14,1882,paypal,declined
1666,POL000867,1666,2024-08-26,44181,paypal,in progress
1667,POL042762,1667,2024-07-29,49315,others,in progress
1668,POL026177,1668,2024-05-12,73648,paypal,declined
1669,POL011983,1669,2024-01-11,40310,card,success
1670,POL020595,1670,2024-07-19,309,card,declined
1671,POL029031,1671,2024-08-15,98569,others,in progress
1672,POL020973,1672,2024-01-29,12137,card,success
1673,POL005872,1673,2024-03-11,58601,others,declined
1674,POL012120,1674,2024-10-29,16815,paypal,declined
1675,POL056406,1675,2024-05-26,69239,others,success
1676,POL014968,1676,2024-01-15,3010,others,success
1677,POL017256,1677,2024-11-15,33361,others,in progress
1678,POL042228,1678,2024-09-25,65418,card,in progress
1679,POL044553,1679,2024-01-20,23438,others,in progress
1680,POL020807,1680,2024-06-19,22814,card,declined
1681,POL003978,1681,2024-04-07,2678,paypal,declined
1682,POL054227,1682,2024-10-05,24407,paypal,in progress
1683,POL053653,1683,2024-09-08,84576,others,declined
1684,POL024286,1684,2024-06-17,88188,paypal,in progress
1685,POL034986,1685,2024-06-08,11572,others,success
1686,POL038105,1686,2024-09-07,40267,others,declined
1687,POL046757,1687,2024-09-07,485,card,in progress
1688,POL046278,1688,2024-09-18,54308,others,success
1689,POL012596,1689,2024-07-12,87250,card,success
1690,POL021020,1690,2024-04-23,12504,card,declined
1691,POL046457,1691,2024-08-22,71024,card,declined
1692,POL012334,1692,2024-09-06,37203,paypal,success
1693,POL007109,1693,2024-04-11,801,others,in progress
1694,POL034852,1694,2024-03-19,37481,card,in progress
1695,POL030224,1695,2024-11-30,70953,paypal,in progress
1696,POL021541,1696,2024-06-05,30271,card,success
1697,POL028163,1697,2024-01-31,43549,card,success
1698,POL039617,1698,2024-09-01,43631,paypal,in progress
1699,POL021005,1699,2024-10-27,47615,others,in progress
1700,POL040612,1700,2024-04-17,78104,paypal,in progress
1701,POL033107,1701,2024-09-19,50372,others,declined
1702,POL056543,1702,2024-03-31,87695,card,success
1703,POL014884,1703,2024-02-03,60710,paypal,in progress
1704,POL016967,1704,2024-11-03,79119,card,success
1705,POL014819,1705,2024-09-23,71101,paypal,success
1706,POL035332,1706,2024-01-25,28988,paypal,success
1707,POL030765,1707,2024-11-27,20078,paypal,success
1708,POL035934,1708,2024-04-09,20150,card,in progress
1709,POL052500,1709,2024-03-15,84407,paypal,in progress
1710,POL010677,1710,2024-07-16,25155,others,declined
1711,POL015530,1711,2024-05-18,47949,card,success
1712,POL019540,1712,2024-03-16,20868,others,success
1713,POL029671,1713,2024-02-25,45962,card,success
1714,POL041873,1714,2024-04-21,74285,others,success
1715,POL034892,1715,2024-04-24,12270,paypal,success
1716,POL050248,1716,2024-09-21,2261,paypal,declined
1717,POL029929,1717,2024-01-31,59631,card,in progress
1718,POL030320,1718,2024-09-10,38708,paypal,success
1719,POL012920,1719,2024-02-19,27064,card,success
1720,POL045842,1720,2024-04-14,71406,others,in progress
1721,POL021845,1721,2024-03-17,34281,paypal,in progress
1722,POL022523,1722,2024-04-12,69158,card,declined
1723,POL001163,1723,2024-11-10,48260,paypal,in progress
1724,POL056709,1724,2024-04-30,93932,card,declined
1725,POL038423,1725,2024-08-01,5135,others,in progress
1726,POL020333,1726,2024-03-14,89856,paypal,declined
1727,POL027121,1727,2024-10-27,19337,others,success
1728,POL046722,1728,2024-07-25,73934,card,success
1729,POL043328,1729,2024-09-21,90847,others,declined
1730,POL007930,1730,2024-08-10,49028,others,declined
1731,POL052293,1731,2024-07-19,41928,paypal,declined
1732,POL049394,1732,2024-11-26,87649,others,declined
1733,POL008120,1733,2024-01-08,73410,paypal,success
1734,POL033737,1734,2024-01-03,84864,card,declined
1735,POL028298,1735,2024-08-10,58628,others,in progress
1736,POL033575,1736,2024-06-13,86078,others,success
1737,POL016230,1737,2024-02-13,42784,card,success
1738,POL009342,1738,2024-03-20,81361,card,in progress
1739,POL037785,1739,2024-05-15,74296,card,declined
1740,POL040490,1740,2024-03-22,41614,others,declined
1741,POL041081,1741,2024-03-03,52417,others,success
1742,POL001406,1742,2024-07-24,56627,card,declined
1743,POL045175,1743,2024-09-10,53842,others,declined
1744,POL053736,1744,2024-07-09,35146,card,in progress
1745,POL041134,1745,2024-03-29,57058,others,in progress
1746,POL044360,1746,2024-01-05,15068,paypal,success
1747,POL001746,1747,2024-06-05,53333,paypal,in progress
1748,POL045104,1748,2024-06-25,20544,paypal,declined
1749,POL023465,1749,2024-02-10,88409,paypal,declined
1750,POL012218,1750,2024-09-23,82800,paypal,declined
1751,POL034951,1751,2024-08-05,91098,paypal,declined
1752,POL021259,1752,2024-03-12,87981,paypal,in progress
1753,POL019260,1753,2024-05-30,15729,card,in progress
1754,POL029388,1754,2024-11-23,49362,card,in progress
1755,POL037661,1755,2024-10-16,89598,others,declined
1756,POL058489,1756,2024-05-04,1378,paypal,declined
1757,POL045081,1757,2024-02-04,53030,paypal,declined
1758,POL001012,1758,2024-08-05,14988,card,success
1759,POL026019,1759,2024-03-28,46456,others,in progress
1760,POL045329,1760,2024-05-12,24934,card,in progress
1761,POL036738,1761,2024-03-31,98344,paypal,in progress
1762,POL049173,1762,2024-07-02,67578,paypal,declined
1763,POL030795,1763,2024-01-29,73568,card,success
1764,POL051216,1764,2024-10-24,55503,others,success
1765,POL019695,1765,2024-10-15,23173,paypal,declined
1766,POL053416,1766,2024-07-09,81423,others,in progress
1767,POL030508,1767,2024-04-21,43074,card,success
1768,POL029633,1768,2024-06-22,94506,paypal,in progress
1769,POL037165,1769,2024-10-03,8385,paypal,in progress
1770,POL056929,1770,2024-03-11,66408,others,success
1771,POL024673,1771,2024-03-14,45535,card,in progress
1772,POL046367,1772,2024-04-29,92448,others,declined
1773,POL052078,1773,2024-03-21,1247,others,in progress
1774,POL044841,1774,2024-10-01,84589,paypal,success
1775,POL017967,1775,2024-07-13,1740,others,success
1776,POL049486,1776,2024-02-20,5139,card,declined
1777,POL004300,1777,2024-01-23,16515,card,in progress
1778,POL011560,1778,2024-02-11,91580,others,success
1779,POL043605,1779,2024-11-09,96699,others,in progress
1780,POL012582,1780,2024-05-23,99165,others,in progress
1781,POL003178,1781,2024-01-24,11515,card,in progress
1782,POL011346,1782,2024-03-16,63542,others,declined
1783,POL009231,1783,2024-11-10,39493,card,declined
1784,POL002034,1784,2024-11-13,48379,paypal,success
1785,POL049803,1785,2024-03-02,66154,others,in progress
1786,POL023928,1786,2024-10-22,41589,paypal,success
1787,POL017159,1787,2024-08-29,91754,others,declined
1788,POL041430,1788,2024-07-12,58579,card,declined
1789,POL021783,1789,2024-09-09,7277,others,success
1790,POL035186,1790,2024-09-03,89721,paypal,declined
1791,POL009559,1791,2024-10-26,82448,card,success
1792,POL013865,1792,2024-08-03,56777,paypal,in progress
1793,POL044311,1793,2024-09-25,55740,paypal,declined
1794,POL023684,1794,2024-07-10,12762,card,success
1795,POL019568,1795,2024-02-11,28338,paypal,declined
1796,POL013165,1796,2024-07-19,36559,paypal,declined
1797,POL042416,1797,2024-02-27,41113,paypal,in progress
1798,POL035722,1798,2024-11-18,22709,paypal,declined
1799,POL041014,1799,2024-05-27,1527,others,in progress
1800,POL046031,1800,2024-04-27,29368,others,in progress
1801,POL042954,1801,2024-08-08,79318,others,success
1802,POL021306,1802,2024-04-07,26747,others,declined
1803,POL004770,1803,2024-03-05,38930,paypal,success
1804,POL019747,1804,2024-10-01,35480,paypal,declined
1805,POL040089,1805,2024-07-30,41506,paypal,in progress
1806,POL055020,1806,2024-10-30,5736,card,in progress
1807,POL043857,1807,2024-05-03,64265,others,success
1808,POL040822,1808,2024-10-13,86009,card,in progress
1809,POL053901,1809,2024-02-22,42328,card,in progress
1810,POL016619,1810,2024-05-07,70826,others,success
1811,POL056668,1811,2024-01-09,46610,card,success
1812,POL051596,1812,2024-09-11,25427,card,success
1813,POL056156,1813,2024-05-01,1375,paypal,in progress
1814,POL045439,1814,2024-03-30,40860,paypal,in progress
1815,POL044893,1815,2024-11-01,1224,others,declined
1816,POL028678,1816,2024-08-22,47844,card,in progress
1817,POL046587,1817,2024-04-15,9562,paypal,in progress
1818,POL012117,1818,2024-07-06,4264,others,success
1819,POL051765,1819,2024-01-31,94592,card,in progress
1820,POL004717,1820,2024-01-23,34840,paypal,in progress
1821,POL009488,1821,2024-10-24,96861,others,declined
1822,POL012498,1822,2024-04-18,90027,paypal,in progress
1823,POL016955,1823,2024-05-05,28108,card,success
1824,POL005672,1824,2024-04-18,84685,paypal,declined
1825,POL024334,1825,2024-07-16,89865,card,declined
1826,POL041734,1826,2024-02-09,62001,card,in progress
1827,POL054740,1827,2024-06-14,33658,paypal,declined
1828,POL000076,1828,2024-11-24,32882,others,success
1829,POL020250,1829,2024-08-08,89221,paypal,success
1830,POL028733,1830,2024-05-12,14424,paypal,success
1831,POL011612,1831,2024-11-13,31525,paypal,in progress
1832,POL016315,1832,2024-03-08,14471,others,in progress
1833,POL024523,1833,2024-02-12,95136,card,in progress
1834,POL016423,1834,2024-08-22,69101,card,in progress
1835,POL033294,1835,2024-06-05,42590,paypal,in progress
1836,POL050691,1836,2024-11-28,95563,card,in progress
1837,POL040901,1837,2024-02-07,29100,card,declined
1838,POL005858,1838,2024-07-27,2599,card,success
1839,POL035973,1839,2024-02-14,79442,others,declined
1840,POL020876,1840,2024-03-10,45588,others,in progress
1841,POL044146,1841,2024-11-24,93884,card,success
1842,POL016865,1842,2024-08-13,83715,paypal,in progress
1843,POL003188,1843,2024-02-19,20602,card,success
1844,POL009958,1844,2024-07-23,23518,others,declined
1845,POL012346,1845,2024-06-18,74836,others,in progress
1846,POL041961,1846,2024-06-05,96993,card,success
1847,POL033854,1847,2024-05-05,20596,card,declined
1848,POL038817,1848,2024-02-21,89284,others,in progress
1849,POL012002,1849,2024-04-30,71348,card,declined
1850,POL046726,1850,2024-10-20,8843,others,success
1851,POL007719,1851,2024-11-30,35049,paypal,in progress
1852,POL056555,1852,2024-11-10,1720,paypal,success
1853,POL023379,1853,2024-03-04,55472,card,success
1854,POL019854,1854,2024-09-24,90313,card,declined
