vehicle_id,model,vehicle_age,segment,fuel_type,airbags,ncap_rating,is_parking_camera,is_speed_alert,is_brake_assist,customer_id
3349,M6,1.4,B2,Petrol,2,2,No,Yes,Yes,3349
3350,M1,0.2,A,CNG,2,0,No,Yes,No,3350
3351,M1,0.6,A,CNG,2,0,No,Yes,No,3351
3352,M10,2.6,Utility,CNG,1,0,No,Yes,No,3352
3353,M6,3.4,B2,Petrol,2,2,No,Yes,Yes,3353
3354,M6,1.4,B2,Petrol,2,2,No,Yes,Yes,3354
3355,M4,1.8,C2,Diesel,6,3,Yes,Yes,Yes,3355
3356,M3,0.2,A,Petrol,2,2,Yes,Yes,No,3356
3357,M1,1.0,A,CNG,2,0,No,Yes,No,3357
3358,M4,1.0,C2,Diesel,6,3,Yes,Yes,Yes,3358
3359,M1,0.6,A,CNG,2,0,No,Yes,No,3359
3360,M4,1.2,C2,Diesel,6,3,Yes,Yes,Yes,3360
3361,M8,2.6,B1,CNG,2,2,No,Yes,No,3361
3362,M1,0.2,A,CNG,2,0,No,Yes,No,3362
3363,M4,2.8,C2,Diesel,6,3,Yes,Yes,Yes,3363
3364,M4,0.2,C2,Diesel,6,3,Yes,Yes,Yes,3364
3365,M4,0.8,C2,Diesel,6,3,Yes,Yes,Yes,3365
3366,M6,1.0,B2,Petrol,2,2,No,Yes,Yes,3366
3367,M6,1.0,B2,Petrol,2,2,No,Yes,Yes,3367
3368,M1,1.4,A,CNG,2,0,No,Yes,No,3368
3369,M4,2.6,C2,Diesel,6,3,Yes,Yes,Yes,3369
3370,M2,0.6,C1,Petrol,2,2,Yes,Yes,Yes,3370
3371,M4,2.4,C2,Diesel,6,3,Yes,Yes,Yes,3371
3372,M7,3.6,B2,Petrol,6,0,Yes,Yes,Yes,3372
3373,M1,0.0,A,CNG,2,0,No,Yes,No,3373
3374,M6,0.8,B2,Petrol,2,2,No,Yes,Yes,3374
3375,M4,0.6,C2,Diesel,6,3,Yes,Yes,Yes,3375
3376,M6,2.6,B2,Petrol,2,2,No,Yes,Yes,3376
3377,M8,1.4,B1,CNG,2,2,No,Yes,No,3377
3378,M4,0.4,C2,Diesel,6,3,Yes,Yes,Yes,3378
3379,M1,0.0,A,CNG,2,0,No,Yes,No,3379
3380,M1,1.2,A,CNG,2,0,No,Yes,No,3380
3381,M4,2.8,C2,Diesel,6,3,Yes,Yes,Yes,3381
3382,M1,0.6,A,CNG,2,0,No,Yes,No,3382
3383,M3,2.4,A,Petrol,2,2,Yes,Yes,No,3383
3384,M4,1.0,C2,Diesel,6,3,Yes,Yes,Yes,3384
3385,M7,2.0,B2,Petrol,6,0,Yes,Yes,Yes,3385
3386,M10,1.8,Utility,CNG,1,0,No,Yes,No,3386
3387,M1,0.0,A,CNG,2,0,No,Yes,No,3387
3388,M5,2.6,B2,Diesel,2,5,No,Yes,No,3388
3389,M6,2.6,B2,Petrol,2,2,No,Yes,Yes,3389
3390,M8,0.6,B1,CNG,2,2,No,Yes,No,3390
3391,M6,2.0,B2,Petrol,2,2,No,Yes,Yes,3391
3392,M1,0.4,A,CNG,2,0,No,Yes,No,3392
3393,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,3393
3394,M3,0.2,A,Petrol,2,2,Yes,Yes,No,3394
3395,M1,0.0,A,CNG,2,0,No,Yes,No,3395
3396,M6,0.4,B2,Petrol,2,2,No,Yes,Yes,3396
3397,M1,0.4,A,CNG,2,0,No,Yes,No,3397
3398,M3,0.6,A,Petrol,2,2,Yes,Yes,No,3398
3399,M8,0.6,B1,CNG,2,2,No,Yes,No,3399
3400,M1,1.2,A,CNG,2,0,No,Yes,No,3400
3401,M6,3.6,B2,Petrol,2,2,No,Yes,Yes,3401
3402,M4,2.8,C2,Diesel,6,3,Yes,Yes,Yes,3402
3403,M6,5.8,B2,Petrol,2,2,No,Yes,Yes,3403
3404,M1,0.0,A,CNG,2,0,No,Yes,No,3404
3405,M6,0.0,B2,Petrol,2,2,No,Yes,Yes,3405
3406,M4,2.6,C2,Diesel,6,3,Yes,Yes,Yes,3406
3407,M4,0.6,C2,Diesel,6,3,Yes,Yes,Yes,3407
3408,M6,2.0,B2,Petrol,2,2,No,Yes,Yes,3408
3409,M2,1.2,C1,Petrol,2,2,Yes,Yes,Yes,3409
3410,M1,0.0,A,CNG,2,0,No,Yes,No,3410
3411,M4,2.4,C2,Diesel,6,3,Yes,Yes,Yes,3411
3412,M9,0.2,C1,Diesel,2,4,Yes,Yes,No,3412
3413,M9,1.6,C1,Diesel,2,4,Yes,Yes,No,3413
3414,M4,2.8,C2,Diesel,6,3,Yes,Yes,Yes,3414
3415,M7,2.8,B2,Petrol,6,0,Yes,Yes,Yes,3415
3416,M4,3.6,C2,Diesel,6,3,Yes,Yes,Yes,3416
3417,M6,1.2,B2,Petrol,2,2,No,Yes,Yes,3417
3418,M4,2.8,C2,Diesel,6,3,Yes,Yes,Yes,3418
3419,M6,2.6,B2,Petrol,2,2,No,Yes,Yes,3419
3420,M3,2.6,A,Petrol,2,2,Yes,Yes,No,3420
3421,M7,0.8,B2,Petrol,6,0,Yes,Yes,Yes,3421
3422,M7,1.8,B2,Petrol,6,0,Yes,Yes,Yes,3422
3423,M6,3.0,B2,Petrol,2,2,No,Yes,Yes,3423
3424,M4,3.2,C2,Diesel,6,3,Yes,Yes,Yes,3424
3425,M1,0.2,A,CNG,2,0,No,Yes,No,3425
3426,M6,1.2,B2,Petrol,2,2,No,Yes,Yes,3426
3427,M10,0.8,Utility,CNG,1,0,No,Yes,No,3427
3428,M8,3.2,B1,CNG,2,2,No,Yes,No,3428
3429,M1,0.0,A,CNG,2,0,No,Yes,No,3429
3430,M4,2.6,C2,Diesel,6,3,Yes,Yes,Yes,3430
3431,M5,4.6,B2,Diesel,2,5,No,Yes,No,3431
3432,M7,2.0,B2,Petrol,6,0,Yes,Yes,Yes,3432
3433,M1,0.2,A,CNG,2,0,No,Yes,No,3433
3434,M10,0.8,Utility,CNG,1,0,No,Yes,No,3434
3435,M1,1.6,A,CNG,2,0,No,Yes,No,3435
3436,M4,1.0,C2,Diesel,6,3,Yes,Yes,Yes,3436
3437,M1,0.6,A,CNG,2,0,No,Yes,No,3437
3438,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,3438
3439,M1,0.2,A,CNG,2,0,No,Yes,No,3439
3440,M4,2.6,C2,Diesel,6,3,Yes,Yes,Yes,3440
3441,M5,2.0,B2,Diesel,2,5,No,Yes,No,3441
3442,M4,1.8,C2,Diesel,6,3,Yes,Yes,Yes,3442
3443,M8,0.2,B1,CNG,2,2,No,Yes,No,3443
3444,M6,2.8,B2,Petrol,2,2,No,Yes,Yes,3444
3445,M1,2.0,A,CNG,2,0,No,Yes,No,3445
3446,M8,2.2,B1,CNG,2,2,No,Yes,No,3446
3447,M4,3.6,C2,Diesel,6,3,Yes,Yes,Yes,3447
3448,M3,0.0,A,Petrol,2,2,Yes,Yes,No,3448
3449,M1,1.2,A,CNG,2,0,No,Yes,No,3449
3450,M9,2.6,C1,Diesel,2,4,Yes,Yes,No,3450
3451,M8,2.4,B1,CNG,2,2,No,Yes,No,3451
3452,M1,0.8,A,CNG,2,0,No,Yes,No,3452
3453,M4,2.4,C2,Diesel,6,3,Yes,Yes,Yes,3453
3454,M1,0.4,A,CNG,2,0,No,Yes,No,3454
3455,M2,1.0,C1,Petrol,2,2,Yes,Yes,Yes,3455
3456,M6,0.0,B2,Petrol,2,2,No,Yes,Yes,3456
3457,M6,0.2,B2,Petrol,2,2,No,Yes,Yes,3457
3458,M8,2.8,B1,CNG,2,2,No,Yes,No,3458
3459,M4,3.0,C2,Diesel,6,3,Yes,Yes,Yes,3459
3460,M4,3.2,C2,Diesel,6,3,Yes,Yes,Yes,3460
3461,M2,1.6,C1,Petrol,2,2,Yes,Yes,Yes,3461
3462,M1,0.4,A,CNG,2,0,No,Yes,No,3462
3463,M6,0.2,B2,Petrol,2,2,No,Yes,Yes,3463
3464,M9,0.6,C1,Diesel,2,4,Yes,Yes,No,3464
3465,M7,0.2,B2,Petrol,6,0,Yes,Yes,Yes,3465
3466,M1,1.2,A,CNG,2,0,No,Yes,No,3466
3467,M1,0.0,A,CNG,2,0,No,Yes,No,3467
3468,M6,1.2,B2,Petrol,2,2,No,Yes,Yes,3468
3469,M6,2.6,B2,Petrol,2,2,No,Yes,Yes,3469
3470,M5,0.6,B2,Diesel,2,5,No,Yes,No,3470
3471,M4,0.4,C2,Diesel,6,3,Yes,Yes,Yes,3471
3472,M6,1.4,B2,Petrol,2,2,No,Yes,Yes,3472
3473,M10,3.2,Utility,CNG,1,0,No,Yes,No,3473
3474,M1,0.8,A,CNG,2,0,No,Yes,No,3474
3475,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,3475
3476,M4,3.0,C2,Diesel,6,3,Yes,Yes,Yes,3476
3477,M1,0.6,A,CNG,2,0,No,Yes,No,3477
3478,M6,0.0,B2,Petrol,2,2,No,Yes,Yes,3478
3479,M6,0.4,B2,Petrol,2,2,No,Yes,Yes,3479
3480,M7,1.6,B2,Petrol,6,0,Yes,Yes,Yes,3480
3481,M6,0.0,B2,Petrol,2,2,No,Yes,Yes,3481
3482,M9,0.6,C1,Diesel,2,4,Yes,Yes,No,3482
3483,M1,0.4,A,CNG,2,0,No,Yes,No,3483
3484,M4,3.0,C2,Diesel,6,3,Yes,Yes,Yes,3484
3485,M6,2.4,B2,Petrol,2,2,No,Yes,Yes,3485
3486,M6,1.0,B2,Petrol,2,2,No,Yes,Yes,3486
3487,M6,0.8,B2,Petrol,2,2,No,Yes,Yes,3487
3488,M2,1.6,C1,Petrol,2,2,Yes,Yes,Yes,3488
3489,M1,0.6,A,CNG,2,0,No,Yes,No,3489
3490,M6,1.4,B2,Petrol,2,2,No,Yes,Yes,3490
3491,M4,5.6,C2,Diesel,6,3,Yes,Yes,Yes,3491
3492,M10,0.2,Utility,CNG,1,0,No,Yes,No,3492
3493,M4,3.6,C2,Diesel,6,3,Yes,Yes,Yes,3493
3494,M6,3.0,B2,Petrol,2,2,No,Yes,Yes,3494
3495,M4,1.4,C2,Diesel,6,3,Yes,Yes,Yes,3495
3496,M4,0.8,C2,Diesel,6,3,Yes,Yes,Yes,3496
3497,M6,4.0,B2,Petrol,2,2,No,Yes,Yes,3497
3498,M8,0.6,B1,CNG,2,2,No,Yes,No,3498
3499,M8,0.2,B1,CNG,2,2,No,Yes,No,3499
3500,M6,3.2,B2,Petrol,2,2,No,Yes,Yes,3500
3501,M6,2.0,B2,Petrol,2,2,No,Yes,Yes,3501
3502,M1,1.0,A,CNG,2,0,No,Yes,No,3502
3503,M8,1.0,B1,CNG,2,2,No,Yes,No,3503
3504,M7,0.6,B2,Petrol,6,0,Yes,Yes,Yes,3504
3505,M6,1.2,B2,Petrol,2,2,No,Yes,Yes,3505
3506,M1,0.8,A,CNG,2,0,No,Yes,No,3506
3507,M1,0.2,A,CNG,2,0,No,Yes,No,3507
3508,M7,3.2,B2,Petrol,6,0,Yes,Yes,Yes,3508
3509,M4,0.8,C2,Diesel,6,3,Yes,Yes,Yes,3509
3510,M8,2.2,B1,CNG,2,2,No,Yes,No,3510
3511,M9,0.2,C1,Diesel,2,4,Yes,Yes,No,3511
3512,M6,2.6,B2,Petrol,2,2,No,Yes,Yes,3512
3513,M1,0.6,A,CNG,2,0,No,Yes,No,3513
3514,M6,1.6,B2,Petrol,2,2,No,Yes,Yes,3514
3515,M4,1.4,C2,Diesel,6,3,Yes,Yes,Yes,3515
3516,M6,0.0,B2,Petrol,2,2,No,Yes,Yes,3516
3517,M6,0.4,B2,Petrol,2,2,No,Yes,Yes,3517
3518,M4,1.6,C2,Diesel,6,3,Yes,Yes,Yes,3518
3519,M4,1.0,C2,Diesel,6,3,Yes,Yes,Yes,3519
3520,M1,0.0,A,CNG,2,0,No,Yes,No,3520
3521,M1,0.2,A,CNG,2,0,No,Yes,No,3521
3522,M1,0.0,A,CNG,2,0,No,Yes,No,3522
3523,M7,0.2,B2,Petrol,6,0,Yes,Yes,Yes,3523
3524,M4,3.4,C2,Diesel,6,3,Yes,Yes,Yes,3524
3525,M4,0.6,C2,Diesel,6,3,Yes,Yes,Yes,3525
3526,M2,0.8,C1,Petrol,2,2,Yes,Yes,Yes,3526
3527,M1,1.2,A,CNG,2,0,No,Yes,No,3527
3528,M4,3.2,C2,Diesel,6,3,Yes,Yes,Yes,3528
3529,M4,1.4,C2,Diesel,6,3,Yes,Yes,Yes,3529
3530,M9,2.2,C1,Diesel,2,4,Yes,Yes,No,3530
3531,M2,0.6,C1,Petrol,2,2,Yes,Yes,Yes,3531
3532,M6,3.6,B2,Petrol,2,2,No,Yes,Yes,3532
3533,M6,0.4,B2,Petrol,2,2,No,Yes,Yes,3533
3534,M6,0.8,B2,Petrol,2,2,No,Yes,Yes,3534
3535,M1,0.2,A,CNG,2,0,No,Yes,No,3535
3536,M1,0.2,A,CNG,2,0,No,Yes,No,3536
3537,M6,1.8,B2,Petrol,2,2,No,Yes,Yes,3537
3538,M1,0.4,A,CNG,2,0,No,Yes,No,3538
3539,M4,1.6,C2,Diesel,6,3,Yes,Yes,Yes,3539
3540,M10,0.6,Utility,CNG,1,0,No,Yes,No,3540
3541,M7,2.4,B2,Petrol,6,0,Yes,Yes,Yes,3541
3542,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,3542
3543,M3,1.0,A,Petrol,2,2,Yes,Yes,No,3543
3544,M4,2.8,C2,Diesel,6,3,Yes,Yes,Yes,3544
3545,M6,1.2,B2,Petrol,2,2,No,Yes,Yes,3545
3546,M9,2.0,C1,Diesel,2,4,Yes,Yes,No,3546
3547,M1,0.4,A,CNG,2,0,No,Yes,No,3547
3548,M1,0.6,A,CNG,2,0,No,Yes,No,3548
3549,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,3549
3550,M1,0.2,A,CNG,2,0,No,Yes,No,3550
3551,M6,1.4,B2,Petrol,2,2,No,Yes,Yes,3551
3552,M4,0.2,C2,Diesel,6,3,Yes,Yes,Yes,3552
3553,M4,2.8,C2,Diesel,6,3,Yes,Yes,Yes,3553
3554,M6,1.4,B2,Petrol,2,2,No,Yes,Yes,3554
3555,M6,0.8,B2,Petrol,2,2,No,Yes,Yes,3555
3556,M3,0.6,A,Petrol,2,2,Yes,Yes,No,3556
3557,M8,1.4,B1,CNG,2,2,No,Yes,No,3557
3558,M1,0.4,A,CNG,2,0,No,Yes,No,3558
3559,M6,1.6,B2,Petrol,2,2,No,Yes,Yes,3559
3560,M6,0.6,B2,Petrol,2,2,No,Yes,Yes,3560
3561,M1,0.6,A,CNG,2,0,No,Yes,No,3561
3562,M6,3.2,B2,Petrol,2,2,No,Yes,Yes,3562
3563,M1,1.4,A,CNG,2,0,No,Yes,No,3563
3564,M1,1.2,A,CNG,2,0,No,Yes,No,3564
3565,M1,0.4,A,CNG,2,0,No,Yes,No,3565
3566,M1,0.4,A,CNG,2,0,No,Yes,No,3566
3567,M1,0.2,A,CNG,2,0,No,Yes,No,3567
3568,M8,0.4,B1,CNG,2,2,No,Yes,No,3568
3569,M4,2.2,C2,Diesel,6,3,Yes,Yes,Yes,3569
3570,M10,3.0,Utility,CNG,1,0,No,Yes,No,3570
3571,M4,0.8,C2,Diesel,6,3,Yes,Yes,Yes,3571
3572,M5,1.8,B2,Diesel,2,5,No,Yes,No,3572
3573,M4,1.4,C2,Diesel,6,3,Yes,Yes,Yes,3573
3574,M1,1.0,A,CNG,2,0,No,Yes,No,3574
3575,M4,1.0,C2,Diesel,6,3,Yes,Yes,Yes,3575
3576,M4,0.8,C2,Diesel,6,3,Yes,Yes,Yes,3576
3577,M1,0.2,A,CNG,2,0,No,Yes,No,3577
3578,M3,2.2,A,Petrol,2,2,Yes,Yes,No,3578
3579,M4,1.4,C2,Diesel,6,3,Yes,Yes,Yes,3579
3580,M6,2.6,B2,Petrol,2,2,No,Yes,Yes,3580
3581,M7,1.0,B2,Petrol,6,0,Yes,Yes,Yes,3581
3582,M4,1.8,C2,Diesel,6,3,Yes,Yes,Yes,3582
3583,M3,1.2,A,Petrol,2,2,Yes,Yes,No,3583
3584,M8,4.0,B1,CNG,2,2,No,Yes,No,3584
3585,M7,1.4,B2,Petrol,6,0,Yes,Yes,Yes,3585
3586,M1,0.2,A,CNG,2,0,No,Yes,No,3586
3587,M8,0.6,B1,CNG,2,2,No,Yes,No,3587
3588,M6,1.6,B2,Petrol,2,2,No,Yes,Yes,3588
3589,M6,1.2,B2,Petrol,2,2,No,Yes,Yes,3589
3590,M4,0.8,C2,Diesel,6,3,Yes,Yes,Yes,3590
3591,M8,3.0,B1,CNG,2,2,No,Yes,No,3591
3592,M4,0.2,C2,Diesel,6,3,Yes,Yes,Yes,3592
3593,M6,1.4,B2,Petrol,2,2,No,Yes,Yes,3593
3594,M7,0.0,B2,Petrol,6,0,Yes,Yes,Yes,3594
3595,M7,2.6,B2,Petrol,6,0,Yes,Yes,Yes,3595
3596,M1,0.0,A,CNG,2,0,No,Yes,No,3596
3597,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,3597
3598,M7,1.0,B2,Petrol,6,0,Yes,Yes,Yes,3598
3599,M1,1.0,A,CNG,2,0,No,Yes,No,3599
3600,M1,1.2,A,CNG,2,0,No,Yes,No,3600
3601,M1,0.0,A,CNG,2,0,No,Yes,No,3601
3602,M6,1.2,B2,Petrol,2,2,No,Yes,Yes,3602
3603,M1,0.0,A,CNG,2,0,No,Yes,No,3603
3604,M8,0.4,B1,CNG,2,2,No,Yes,No,3604
3605,M3,0.4,A,Petrol,2,2,Yes,Yes,No,3605
3606,M6,2.0,B2,Petrol,2,2,No,Yes,Yes,3606
3607,M4,0.6,C2,Diesel,6,3,Yes,Yes,Yes,3607
3608,M1,0.4,A,CNG,2,0,No,Yes,No,3608
3609,M1,0.0,A,CNG,2,0,No,Yes,No,3609
3610,M6,1.8,B2,Petrol,2,2,No,Yes,Yes,3610
3611,M1,0.0,A,CNG,2,0,No,Yes,No,3611
3612,M6,2.6,B2,Petrol,2,2,No,Yes,Yes,3612
3613,M4,1.0,C2,Diesel,6,3,Yes,Yes,Yes,3613
3614,M4,2.8,C2,Diesel,6,3,Yes,Yes,Yes,3614
3615,M1,0.2,A,CNG,2,0,No,Yes,No,3615
3616,M7,0.2,B2,Petrol,6,0,Yes,Yes,Yes,3616
3617,M4,4.2,C2,Diesel,6,3,Yes,Yes,Yes,3617
3618,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,3618
3619,M4,3.4,C2,Diesel,6,3,Yes,Yes,Yes,3619
3620,M4,2.4,C2,Diesel,6,3,Yes,Yes,Yes,3620
3621,M8,1.0,B1,CNG,2,2,No,Yes,No,3621
3622,M6,0.4,B2,Petrol,2,2,No,Yes,Yes,3622
3623,M1,2.8,A,CNG,2,0,No,Yes,No,3623
3624,M10,0.6,Utility,CNG,1,0,No,Yes,No,3624
3625,M1,0.4,A,CNG,2,0,No,Yes,No,3625
3626,M1,0.6,A,CNG,2,0,No,Yes,No,3626
3627,M6,3.4,B2,Petrol,2,2,No,Yes,Yes,3627
3628,M6,0.2,B2,Petrol,2,2,No,Yes,Yes,3628
3629,M4,1.2,C2,Diesel,6,3,Yes,Yes,Yes,3629
3630,M2,1.0,C1,Petrol,2,2,Yes,Yes,Yes,3630
3631,M1,0.2,A,CNG,2,0,No,Yes,No,3631
3632,M1,0.0,A,CNG,2,0,No,Yes,No,3632
3633,M4,2.4,C2,Diesel,6,3,Yes,Yes,Yes,3633
3634,M6,2.2,B2,Petrol,2,2,No,Yes,Yes,3634
3635,M4,1.4,C2,Diesel,6,3,Yes,Yes,Yes,3635
3636,M4,0.2,C2,Diesel,6,3,Yes,Yes,Yes,3636
3637,M6,1.0,B2,Petrol,2,2,No,Yes,Yes,3637
3638,M4,1.4,C2,Diesel,6,3,Yes,Yes,Yes,3638
3639,M1,0.2,A,CNG,2,0,No,Yes,No,3639
3640,M4,1.8,C2,Diesel,6,3,Yes,Yes,Yes,3640
3641,M6,0.0,B2,Petrol,2,2,No,Yes,Yes,3641
3642,M6,3.2,B2,Petrol,2,2,No,Yes,Yes,3642
3643,M4,2.4,C2,Diesel,6,3,Yes,Yes,Yes,3643
3644,M1,0.2,A,CNG,2,0,No,Yes,No,3644
3645,M8,2.0,B1,CNG,2,2,No,Yes,No,3645
3646,M6,2.6,B2,Petrol,2,2,No,Yes,Yes,3646
3647,M6,0.2,B2,Petrol,2,2,No,Yes,Yes,3647
3648,M6,2.4,B2,Petrol,2,2,No,Yes,Yes,3648
3649,M1,0.8,A,CNG,2,0,No,Yes,No,3649
3650,M6,2.0,B2,Petrol,2,2,No,Yes,Yes,3650
3651,M4,1.4,C2,Diesel,6,3,Yes,Yes,Yes,3651
3652,M1,0.2,A,CNG,2,0,No,Yes,No,3652
3653,M1,0.2,A,CNG,2,0,No,Yes,No,3653
3654,M7,1.4,B2,Petrol,6,0,Yes,Yes,Yes,3654
3655,M4,2.4,C2,Diesel,6,3,Yes,Yes,Yes,3655
3656,M4,3.0,C2,Diesel,6,3,Yes,Yes,Yes,3656
3657,M4,1.8,C2,Diesel,6,3,Yes,Yes,Yes,3657
3658,M6,2.0,B2,Petrol,2,2,No,Yes,Yes,3658
3659,M6,1.2,B2,Petrol,2,2,No,Yes,Yes,3659
3660,M1,0.0,A,CNG,2,0,No,Yes,No,3660
3661,M6,3.6,B2,Petrol,2,2,No,Yes,Yes,3661
3662,M6,1.8,B2,Petrol,2,2,No,Yes,Yes,3662
3663,M10,3.4,Utility,CNG,1,0,No,Yes,No,3663
3664,M1,0.2,A,CNG,2,0,No,Yes,No,3664
3665,M1,0.8,A,CNG,2,0,No,Yes,No,3665
3666,M1,0.8,A,CNG,2,0,No,Yes,No,3666
3667,M1,0.2,A,CNG,2,0,No,Yes,No,3667
3668,M1,0.0,A,CNG,2,0,No,Yes,No,3668
3669,M6,1.0,B2,Petrol,2,2,No,Yes,Yes,3669
3670,M3,0.4,A,Petrol,2,2,Yes,Yes,No,3670
3671,M6,1.6,B2,Petrol,2,2,No,Yes,Yes,3671
3672,M8,2.0,B1,CNG,2,2,No,Yes,No,3672
3673,M1,0.2,A,CNG,2,0,No,Yes,No,3673
3674,M6,2.4,B2,Petrol,2,2,No,Yes,Yes,3674
3675,M1,0.8,A,CNG,2,0,No,Yes,No,3675
3676,M6,1.4,B2,Petrol,2,2,No,Yes,Yes,3676
3677,M1,1.0,A,CNG,2,0,No,Yes,No,3677
3678,M1,0.6,A,CNG,2,0,No,Yes,No,3678
3679,M4,2.6,C2,Diesel,6,3,Yes,Yes,Yes,3679
3680,M1,0.0,A,CNG,2,0,No,Yes,No,3680
3681,M4,5.0,C2,Diesel,6,3,Yes,Yes,Yes,3681
3682,M6,1.2,B2,Petrol,2,2,No,Yes,Yes,3682
3683,M9,2.6,C1,Diesel,2,4,Yes,Yes,No,3683
3684,M1,0.6,A,CNG,2,0,No,Yes,No,3684
3685,M6,1.6,B2,Petrol,2,2,No,Yes,Yes,3685
3686,M3,1.4,A,Petrol,2,2,Yes,Yes,No,3686
3687,M6,0.4,B2,Petrol,2,2,No,Yes,Yes,3687
3688,M7,2.4,B2,Petrol,6,0,Yes,Yes,Yes,3688
3689,M4,1.8,C2,Diesel,6,3,Yes,Yes,Yes,3689
3690,M4,1.6,C2,Diesel,6,3,Yes,Yes,Yes,3690
3691,M4,3.4,C2,Diesel,6,3,Yes,Yes,Yes,3691
3692,M1,0.4,A,CNG,2,0,No,Yes,No,3692
3693,M5,0.8,B2,Diesel,2,5,No,Yes,No,3693
3694,M5,1.0,B2,Diesel,2,5,No,Yes,No,3694
3695,M8,2.8,B1,CNG,2,2,No,Yes,No,3695
3696,M8,2.2,B1,CNG,2,2,No,Yes,No,3696
3697,M4,1.2,C2,Diesel,6,3,Yes,Yes,Yes,3697
3698,M1,0.4,A,CNG,2,0,No,Yes,No,3698
3699,M6,2.4,B2,Petrol,2,2,No,Yes,Yes,3699
3700,M6,0.2,B2,Petrol,2,2,No,Yes,Yes,3700
3701,M10,2.4,Utility,CNG,1,0,No,Yes,No,3701
3702,M6,3.0,B2,Petrol,2,2,No,Yes,Yes,3702
3703,M6,0.8,B2,Petrol,2,2,No,Yes,Yes,3703
3704,M6,1.0,B2,Petrol,2,2,No,Yes,Yes,3704
3705,M8,0.4,B1,CNG,2,2,No,Yes,No,3705
3706,M4,1.2,C2,Diesel,6,3,Yes,Yes,Yes,3706
3707,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,3707
3708,M6,0.4,B2,Petrol,2,2,No,Yes,Yes,3708
3709,M6,1.0,B2,Petrol,2,2,No,Yes,Yes,3709
3710,M4,2.6,C2,Diesel,6,3,Yes,Yes,Yes,3710
3711,M6,2.8,B2,Petrol,2,2,No,Yes,Yes,3711
3712,M6,1.8,B2,Petrol,2,2,No,Yes,Yes,3712
3713,M9,1.6,C1,Diesel,2,4,Yes,Yes,No,3713
3714,M3,0.8,A,Petrol,2,2,Yes,Yes,No,3714
3715,M6,1.0,B2,Petrol,2,2,No,Yes,Yes,3715
3716,M9,0.6,C1,Diesel,2,4,Yes,Yes,No,3716
3717,M6,1.0,B2,Petrol,2,2,No,Yes,Yes,3717
3718,M6,2.4,B2,Petrol,2,2,No,Yes,Yes,3718
3719,M7,2.0,B2,Petrol,6,0,Yes,Yes,Yes,3719
3720,M3,1.4,A,Petrol,2,2,Yes,Yes,No,3720
3721,M9,2.4,C1,Diesel,2,4,Yes,Yes,No,3721
3722,M1,1.0,A,CNG,2,0,No,Yes,No,3722
3723,M4,3.4,C2,Diesel,6,3,Yes,Yes,Yes,3723
3724,M8,0.6,B1,CNG,2,2,No,Yes,No,3724
3725,M1,0.4,A,CNG,2,0,No,Yes,No,3725
3726,M4,1.2,C2,Diesel,6,3,Yes,Yes,Yes,3726
3727,M1,1.0,A,CNG,2,0,No,Yes,No,3727
3728,M1,0.0,A,CNG,2,0,No,Yes,No,3728
3729,M4,1.4,C2,Diesel,6,3,Yes,Yes,Yes,3729
3730,M4,2.8,C2,Diesel,6,3,Yes,Yes,Yes,3730
3731,M6,2.2,B2,Petrol,2,2,No,Yes,Yes,3731
3732,M4,0.8,C2,Diesel,6,3,Yes,Yes,Yes,3732
3733,M1,0.4,A,CNG,2,0,No,Yes,No,3733
3734,M1,1.0,A,CNG,2,0,No,Yes,No,3734
3735,M7,1.4,B2,Petrol,6,0,Yes,Yes,Yes,3735
3736,M3,0.6,A,Petrol,2,2,Yes,Yes,No,3736
3737,M4,1.4,C2,Diesel,6,3,Yes,Yes,Yes,3737
3738,M8,3.6,B1,CNG,2,2,No,Yes,No,3738
3739,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,3739
3740,M6,1.2,B2,Petrol,2,2,No,Yes,Yes,3740
3741,M2,2.6,C1,Petrol,2,2,Yes,Yes,Yes,3741
3742,M4,0.4,C2,Diesel,6,3,Yes,Yes,Yes,3742
3743,M1,0.4,A,CNG,2,0,No,Yes,No,3743
3744,M1,0.0,A,CNG,2,0,No,Yes,No,3744
3745,M2,3.2,C1,Petrol,2,2,Yes,Yes,Yes,3745
3746,M2,0.0,C1,Petrol,2,2,Yes,Yes,Yes,3746
3747,M4,6.0,C2,Diesel,6,3,Yes,Yes,Yes,3747
3748,M8,2.2,B1,CNG,2,2,No,Yes,No,3748
3749,M4,2.0,C2,Diesel,6,3,Yes,Yes,Yes,3749
3750,M6,1.2,B2,Petrol,2,2,No,Yes,Yes,3750
3751,M4,2.6,C2,Diesel,6,3,Yes,Yes,Yes,3751
3752,M6,0.4,B2,Petrol,2,2,No,Yes,Yes,3752
3753,M1,0.0,A,CNG,2,0,No,Yes,No,3753
